Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab,Mbps (Media de bajada)
2016,1,Santiago Del Estero,16.21,4,4.17
2016,1,Tierra Del Fuego,65.83,20,3.48
2016,1,Tucumán,36.72,9,5.0
2015,4,Buenos Aires,58.29,18,4.88
2015,4,Capital Federal,118.13,45,5.93
2015,4,Catamarca,26.24,7,4.12
2015,4,Chaco,28.35,8,5.83
2015,4,Chubut,36.89,11,3.28
2015,4,Córdoba,57.36,17,5.07
2015,4,Corrientes,30.34,8,5.26
2015,4,Entre Ríos,44.11,13,5.01
2015,4,Formosa,19.07,5,4.66
2015,4,Jujuy,21.47,5,3.72
2015,4,La Pampa,58.76,19,2.94
2015,4,La Rioja,17.32,5,4.52
2015,4,Mendoza,32.49,9,3.5
2015,4,Misiones,28.69,8,5.9
2015,4,Neuquén,58.29,17,4.36
2015,4,Río Negro,46.44,14,3.77
2015,4,Salta,31.59,8,4.67
2015,4,San Juan,27.66,7,3.48
2015,4,San Luis,9.71,3,3.5
2015,4,Santa Cruz,27.74,8,3.48
2015,4,Santa Fe,52.61,16,4.81
2015,4,Santiago Del Estero,17.0,4,4.09
2015,4,Tierra Del Fuego,66.46,19,3.47
2015,4,Tucumán,37.06,9,4.88
2015,3,Buenos Aires,57.69,18,4.7
2015,3,Capital Federal,118.29,45,5.66
2015,3,Catamarca,25.86,7,3.88
2015,3,Chaco,27.96,7,5.47
2015,3,Chubut,36.81,11,3.28
2015,3,Córdoba,57.08,17,4.87
2015,3,Corrientes,30.17,8,5.06
2015,3,Entre Ríos,43.68,13,4.77
2015,3,Formosa,18.84,5,4.17
2015,3,Jujuy,21.27,5,3.53
2015,3,La Pampa,57.96,19,2.91
2015,3,La Rioja,17.15,5,4.25
2015,3,Mendoza,32.49,9,3.5
2015,3,Misiones,28.31,8,5.63
2015,3,Neuquén,54.6,16,4.23
2015,3,Río Negro,46.39,14,3.74
2015,3,Salta,31.18,8,4.42
2015,3,San Juan,27.67,7,3.48
2015,3,San Luis,9.71,3,3.5
2015,3,Santa Cruz,27.61,8,3.48
2015,3,Santa Fe,52.15,16,4.56
2015,3,Santiago Del Estero,17.12,4,3.91
2015,3,Tierra Del Fuego,74.86,22,3.48
2015,3,Tucumán,36.61,9,4.57
2015,2,Buenos Aires,56.8,17,4.46
2015,2,Capital Federal,116.07,44,5.31
2015,2,Catamarca,25.45,6,3.68
2015,2,Chaco,27.46,7,5.19
2015,2,Chubut,36.58,11,3.22
2015,2,Córdoba,55.87,17,4.56
2015,2,Corrientes,29.58,8,4.85
2015,2,Entre Ríos,42.93,13,4.55
2015,2,Formosa,18.36,5,3.76
2015,2,Jujuy,20.29,5,3.41
2015,2,La Pampa,56.71,19,2.86
2015,2,La Rioja,16.88,4,4.0
2015,2,Mendoza,32.49,9,3.5
2015,2,Misiones,27.35,7,5.33
2015,2,Neuquén,53.12,16,4.06
2015,2,Río Negro,45.98,14,3.67
2015,2,Salta,30.46,7,4.22
2015,2,San Juan,27.64,7,3.48
2015,2,San Luis,9.71,3,3.5
2015,2,Santa Cruz,27.07,8,3.47
2015,2,Santa Fe,51.18,16,4.3
2015,2,Santiago Del Estero,17.11,4,3.73
2015,2,Tierra Del Fuego,74.51,22,3.48
2015,2,Tucumán,35.69,9,4.31
2015,1,Buenos Aires,56.37,17,4.32
2015,1,Capital Federal,114.9,44,5.0
2015,1,Catamarca,25.11,6,3.48
2015,1,Chaco,26.65,7,4.9
2015,1,Chubut,37.61,12,3.21
2015,1,Córdoba,54.7,17,4.3
2015,1,Corrientes,28.95,8,4.63
2015,1,Entre Ríos,42.07,13,4.35
2015,1,Formosa,18.12,5,3.38
2015,1,Jujuy,19.69,5,3.24
2015,1,La Pampa,55.51,18,2.83
2015,1,La Rioja,16.7,4,3.78
2015,1,Mendoza,32.37,9,3.5
2015,1,Misiones,26.31,7,4.97
2015,1,Neuquén,51.95,16,3.91
2015,1,Río Negro,45.33,14,3.59
2015,1,Salta,30.01,7,4.02
2015,1,San Juan,27.55,7,3.48
2015,1,San Luis,9.72,3,3.5
2015,1,Santa Cruz,27.99,8,3.47
2015,1,Santa Fe,50.24,16,4.06
2015,1,Santiago Del Estero,17.06,4,3.57
2015,1,Tierra Del Fuego,74.23,22,3.45
2015,1,Tucumán,35.08,9,4.07
2014,4,Buenos Aires,56.09,17,4.2
2014,4,Capital Federal,114.9,44,4.78
2014,4,Catamarca,25.51,6,3.34
2014,4,Chaco,21.87,6,3.98
2014,4,Chubut,40.25,12,3.17
2014,4,Córdoba,54.7,17,4.09
2014,4,Corrientes,23.56,6,3.81
2014,4,Entre Ríos,36.03,11,3.8
2014,4,Formosa,17.96,5,3.02
2014,4,Jujuy,19.6,5,3.13
2014,4,La Pampa,51.27,17,2.75
2014,4,La Rioja,17.01,4,3.58
2014,4,Mendoza,32.64,9,3.5
2014,4,Misiones,24.16,7,4.03
2014,4,Neuquén,52.55,16,3.85
2014,4,Río Negro,45.48,14,3.54
2014,4,Salta,29.53,7,3.86
2014,4,San Juan,28.04,7,3.48
2014,4,San Luis,9.79,3,3.5
2014,4,Santa Cruz,27.8,8,3.33
2014,4,Santa Fe,50.0,16,3.78
2014,4,Santiago Del Estero,17.27,4,3.46
2014,4,Tierra Del Fuego,66.14,19,3.47
2014,4,Tucumán,35.32,9,3.86
2014,3,Buenos Aires,56.75,17,3.97
2014,3,Capital Federal,113.8,43,4.44
2014,3,Catamarca,24.71,6,2.92
2014,3,Chaco,21.11,6,3.46
2014,3,Chubut,40.6,12,3.17
2014,3,Córdoba,54.23,17,3.66
2014,3,Corrientes,22.79,6,3.41
2014,3,Entre Ríos,34.98,10,3.4
2014,3,Formosa,17.77,5,2.66
2014,3,Jujuy,18.37,5,2.93
2014,3,La Pampa,55.78,18,2.82
2014,3,La Rioja,16.51,4,3.1
2014,3,Mendoza,32.31,9,3.5
2014,3,Misiones,23.57,6,3.58
2014,3,Neuquén,56.4,17,3.74
2014,3,Río Negro,46.2,14,3.48
2014,3,Salta,29.22,7,3.41
2014,3,San Juan,27.85,7,3.47
2014,3,San Luis,9.71,3,3.5
2014,3,Santa Cruz,28.23,8,3.31
2014,3,Santa Fe,49.2,15,3.38
2014,3,Santiago Del Estero,16.49,4,3.1
2014,3,Tierra Del Fuego,65.69,19,3.47
2014,3,Tucumán,33.94,8,3.35
2014,2,Buenos Aires,55.06,17,3.85
2014,2,Capital Federal,113.14,43,4.25
2014,2,Catamarca,24.7,6,2.92
2014,2,Chaco,20.96,6,3.42
2014,2,Chubut,41.41,13,3.16
2014,2,Córdoba,53.45,16,3.56
2014,2,Corrientes,22.58,6,3.37
2014,2,Entre Ríos,34.69,10,3.31
2014,2,Formosa,17.54,4,2.65
2014,2,Jujuy,18.71,5,2.77
2014,2,La Pampa,49.71,16,2.68
2014,2,La Rioja,16.5,4,3.1
2014,2,Mendoza,32.1,9,3.5
2014,2,Misiones,23.37,6,3.54
2014,2,Neuquén,50.84,15,3.66
2014,2,Río Negro,45.33,14,3.43
2014,2,Salta,28.91,7,3.39
2014,2,San Juan,27.78,7,3.47
2014,2,San Luis,9.72,3,3.5
2014,2,Santa Cruz,29.38,9,3.32
2014,2,Santa Fe,48.39,15,3.31
2014,2,Santiago Del Estero,16.7,4,3.07
2014,2,Tierra Del Fuego,64.36,19,3.47
2014,2,Tucumán,33.94,8,3.35
2014,1,Buenos Aires,54.57,17,3.73
2014,1,Capital Federal,112.25,43,4.02
2014,1,Catamarca,24.25,6,2.8
2014,1,Chaco,20.72,6,3.26
2014,1,Chubut,41.24,13,3.18
2014,1,Córdoba,52.52,16,3.39
2014,1,Corrientes,22.32,6,3.22
2014,1,Entre Ríos,34.37,10,3.17
2014,1,Formosa,17.42,4,2.57
2014,1,Jujuy,18.42,5,2.69
2014,1,La Pampa,48.43,16,2.65
2014,1,La Rioja,16.29,4,2.96
2014,1,Mendoza,31.91,9,3.5
2014,1,Misiones,23.14,6,3.4
2014,1,Neuquén,49.79,15,3.55
2014,1,Río Negro,44.91,14,3.35
2014,1,Salta,28.7,7,3.3
2014,1,San Juan,27.6,7,3.47
2014,1,San Luis,9.35,3,3.5
2014,1,Santa Cruz,28.94,9,3.32
2014,1,Santa Fe,47.85,15,3.15
2014,1,Santiago Del Estero,16.31,4,2.95
2014,1,Tierra Del Fuego,63.97,19,3.45
2014,1,Tucumán,33.42,8,3.21
