Año,Trimestre,Provincia,Tipo Conexion,Accesos
2015,2,Río Negro,ADSL,66738
2015,2,Salta,ADSL,77214
2015,2,San Juan,ADSL,48670
2015,2,San Luis,ADSL,11432
2015,2,Santa Cruz,ADSL,15343
2015,2,Santa Fe,ADSL,333117
2015,2,Santiago Del Estero,ADSL,33873
2015,2,Tierra Del Fuego,ADSL,22636
2015,2,Tucumán,ADSL,139944
2015,1,Buenos Aires,ADSL,1583135
2015,1,Capital Federal,ADSL,454934
2015,1,Catamarca,ADSL,25033
2015,1,Chaco,ADSL,54952
2015,1,Chubut,ADSL,45645
2015,1,Córdoba,ADSL,343883
2015,1,Corrientes,ADSL,54649
2015,1,Entre Ríos,ADSL,112363
2015,1,Formosa,ADSL,21022
2015,1,Jujuy,ADSL,31505
2015,1,La Pampa,ADSL,13143
2015,1,La Rioja,ADSL,16282
2015,1,Mendoza,ADSL,152433
2015,1,Misiones,ADSL,58262
2015,1,Neuquén,ADSL,47518
2015,1,Río Negro,ADSL,66274
2015,1,Salta,ADSL,76280
2015,1,San Juan,ADSL,48441
2015,1,San Luis,ADSL,11414
2015,1,Santa Cruz,ADSL,16215
2015,1,Santa Fe,ADSL,328809
2015,1,Santiago Del Estero,ADSL,33813
2015,1,Tierra Del Fuego,ADSL,22291
2015,1,Tucumán,ADSL,137857
2014,4,Buenos Aires,ADSL,1575978
2014,4,Capital Federal,ADSL,455785
2014,4,Catamarca,ADSL,25192
2014,4,Chaco,ADSL,55024
2014,4,Chubut,ADSL,48539
2014,4,Córdoba,ADSL,345157
2014,4,Corrientes,ADSL,54754
2014,4,Entre Ríos,ADSL,112291
2014,4,Formosa,ADSL,21245
2014,4,Jujuy,ADSL,31349
2014,4,La Pampa,ADSL,16043
2014,4,La Rioja,ADSL,16352
2014,4,Mendoza,ADSL,151797
2014,4,Misiones,ADSL,58435
2014,4,Neuquén,ADSL,47721
2014,4,Río Negro,ADSL,66307
2014,4,Salta,ADSL,76026
2014,4,San Juan,ADSL,48653
2014,4,San Luis,ADSL,11419
2014,4,Santa Cruz,ADSL,17553
2014,4,Santa Fe,ADSL,335267
2014,4,Santiago Del Estero,ADSL,34110
2014,4,Tierra Del Fuego,ADSL,21948
2014,4,Tucumán,ADSL,137093
2014,3,Buenos Aires,ADSL,1562533
2014,3,Capital Federal,ADSL,450155
2014,3,Catamarca,ADSL,24380
2014,3,Chaco,ADSL,53321
2014,3,Chubut,ADSL,49219
2014,3,Córdoba,ADSL,340212
2014,3,Corrientes,ADSL,52957
2014,3,Entre Ríos,ADSL,108907
2014,3,Formosa,ADSL,21021
2014,3,Jujuy,ADSL,30128
2014,3,La Pampa,ADSL,16051
2014,3,La Rioja,ADSL,15864
2014,3,Mendoza,ADSL,150120
2014,3,Misiones,ADSL,56933
2014,3,Neuquén,ADSL,54458
2014,3,Río Negro,ADSL,65264
2014,3,Salta,ADSL,73828
2014,3,San Juan,ADSL,48272
2014,3,San Luis,ADSL,11303
2014,3,Santa Cruz,ADSL,17862
2014,3,Santa Fe,ADSL,325577
2014,3,Santiago Del Estero,ADSL,32820
2014,3,Tierra Del Fuego,ADSL,21840
2014,3,Tucumán,ADSL,131739
2014,2,Buenos Aires,ADSL,1568881
2014,2,Capital Federal,ADSL,447637
2014,2,Catamarca,ADSL,24380
2014,2,Chaco,ADSL,53321
2014,2,Chubut,ADSL,51070
2014,2,Córdoba,ADSL,337825
2014,2,Corrientes,ADSL,52883
2014,2,Entre Ríos,ADSL,108900
2014,2,Formosa,ADSL,20894
2014,2,Jujuy,ADSL,30128
2014,2,La Pampa,ADSL,15957
2014,2,La Rioja,ADSL,15864
2014,2,Mendoza,ADSL,148979
2014,2,Misiones,ADSL,56933
2014,2,Neuquén,ADSL,47767
2014,2,Río Negro,ADSL,64920
2014,2,Salta,ADSL,73841
2014,2,San Juan,ADSL,48161
2014,2,San Luis,ADSL,11306
2014,2,Santa Cruz,ADSL,18956
2014,2,Santa Fe,ADSL,324101
2014,2,Santiago Del Estero,ADSL,32820
2014,2,Tierra Del Fuego,ADSL,21618
2014,2,Tucumán,ADSL,131740
2014,1,Buenos Aires,ADSL,1567685
2014,1,Capital Federal,ADSL,445569
2014,1,Catamarca,ADSL,24126
2014,1,Chaco,ADSL,52971
2014,1,Chubut,ADSL,51066
2014,1,Córdoba,ADSL,336841
2014,1,Corrientes,ADSL,52565
2014,1,Entre Ríos,ADSL,107883
2014,1,Formosa,ADSL,20774
2014,1,Jujuy,ADSL,29765
2014,1,La Pampa,ADSL,15826
2014,1,La Rioja,ADSL,15663
2014,1,Mendoza,ADSL,148970
2014,1,Misiones,ADSL,56597
2014,1,Neuquén,ADSL,47790
2014,1,Río Negro,ADSL,64886
2014,1,Salta,ADSL,73131
2014,1,San Juan,ADSL,48161
2014,1,San Luis,ADSL,11306
2014,1,Santa Cruz,ADSL,18927
2014,1,Santa Fe,ADSL,322662
2014,1,Santiago Del Estero,ADSL,32567
2014,1,Tierra Del Fuego,ADSL,21618
2014,1,Tucumán,ADSL,129717
2022,3,Buenos Aires,Cablemodem,2748325
2022,3,Capital Federal,Cablemodem,1240125
2022,3,Catamarca,Cablemodem,10495
2022,3,Chaco,Cablemodem,61800
2022,3,Chubut,Cablemodem,72212
2022,3,Córdoba,Cablemodem,465461
2022,3,Corrientes,Cablemodem,77140
2022,3,Entre Ríos,Cablemodem,132952
2022,3,Formosa,Cablemodem,25880
2022,3,Jujuy,Cablemodem,52978
2022,3,La Pampa,Cablemodem,60078
2022,3,La Rioja,Cablemodem,53899
2022,3,Mendoza,Cablemodem,78858
2022,3,Misiones,Cablemodem,88902
2022,3,Neuquén,Cablemodem,75815
2022,3,Río Negro,Cablemodem,48260
2022,3,Salta,Cablemodem,96984
2022,3,San Juan,Cablemodem,22723
2022,3,San Luis,Cablemodem,29363
2022,3,Santa Cruz,Cablemodem,24047
2022,3,Santa Fe,Cablemodem,426255
2022,3,Santiago Del Estero,Cablemodem,80937
2022,3,Tierra Del Fuego,Cablemodem,39963
2022,3,Tucumán,Cablemodem,18518
2022,2,Buenos Aires,Cablemodem,2719613
2022,2,Capital Federal,Cablemodem,1232226
2022,2,Catamarca,Cablemodem,9430
2022,2,Chaco,Cablemodem,61284
2022,2,Chubut,Cablemodem,69242
2022,2,Córdoba,Cablemodem,467595
2022,2,Corrientes,Cablemodem,75769
2022,2,Entre Ríos,Cablemodem,131029
2022,2,Formosa,Cablemodem,25487
2022,2,Jujuy,Cablemodem,54495
2022,2,La Pampa,Cablemodem,59273
2022,2,La Rioja,Cablemodem,52656
2022,2,Mendoza,Cablemodem,77504
2022,2,Misiones,Cablemodem,89260
2022,2,Neuquén,Cablemodem,74905
2022,2,Río Negro,Cablemodem,47040
2022,2,Salta,Cablemodem,96178
2022,2,San Juan,Cablemodem,19734
2022,2,San Luis,Cablemodem,29034
2022,2,Santa Cruz,Cablemodem,23725
2022,2,Santa Fe,Cablemodem,428233
2022,2,Santiago Del Estero,Cablemodem,80338
2022,2,Tierra Del Fuego,Cablemodem,39837
2022,2,Tucumán,Cablemodem,15327
2022,1,Buenos Aires,Cablemodem,2728865
2022,1,Capital Federal,Cablemodem,1217225
2022,1,Catamarca,Cablemodem,15517
2022,1,Chaco,Cablemodem,64546
2022,1,Chubut,Cablemodem,66667
2022,1,Córdoba,Cablemodem,501799
2022,1,Corrientes,Cablemodem,79093
2022,1,Entre Ríos,Cablemodem,138986
2022,1,Formosa,Cablemodem,15927
2022,1,Jujuy,Cablemodem,60616
2022,1,La Pampa,Cablemodem,58978
2022,1,La Rioja,Cablemodem,59228
2022,1,Mendoza,Cablemodem,74145
2022,1,Misiones,Cablemodem,91752
2022,1,Neuquén,Cablemodem,73200
2022,1,Río Negro,Cablemodem,45366
2022,1,Salta,Cablemodem,98667
2022,1,San Juan,Cablemodem,14449
2022,1,San Luis,Cablemodem,11296
2022,1,Santa Cruz,Cablemodem,23420
2022,1,Santa Fe,Cablemodem,444609
2022,1,Santiago Del Estero,Cablemodem,87979
2022,1,Tierra Del Fuego,Cablemodem,38700
2022,1,Tucumán,Cablemodem,62396
2021,4,Buenos Aires,Cablemodem,2706506
2021,4,Capital Federal,Cablemodem,1205128
2021,4,Catamarca,Cablemodem,13858
2021,4,Chaco,Cablemodem,63145
2021,4,Chubut,Cablemodem,57412
2021,4,Córdoba,Cablemodem,487489
2021,4,Corrientes,Cablemodem,71183
2021,4,Entre Ríos,Cablemodem,133387
2021,4,Formosa,Cablemodem,15111
2021,4,Jujuy,Cablemodem,60511
2021,4,La Pampa,Cablemodem,58000
2021,4,La Rioja,Cablemodem,56651
2021,4,Mendoza,Cablemodem,71553
2021,4,Misiones,Cablemodem,92068
2021,4,Neuquén,Cablemodem,72761
2021,4,Río Negro,Cablemodem,44495
2021,4,Salta,Cablemodem,99808
2021,4,San Juan,Cablemodem,13102
2021,4,San Luis,Cablemodem,11064
2021,4,Santa Cruz,Cablemodem,22902
2021,4,Santa Fe,Cablemodem,444373
2021,4,Santiago Del Estero,Cablemodem,86563
2021,4,Tierra Del Fuego,Cablemodem,38148
2021,4,Tucumán,Cablemodem,59022
2021,3,Buenos Aires,Cablemodem,2595485
2021,3,Capital Federal,Cablemodem,1192107
2021,3,Catamarca,Cablemodem,11709
2021,3,Chaco,Cablemodem,63659
2021,3,Chubut,Cablemodem,55794
2021,3,Córdoba,Cablemodem,477223
2021,3,Corrientes,Cablemodem,69403
2021,3,Entre Ríos,Cablemodem,128752
2021,3,Formosa,Cablemodem,14111
2021,3,Jujuy,Cablemodem,60758
2021,3,La Pampa,Cablemodem,57881
2021,3,La Rioja,Cablemodem,54744
2021,3,Mendoza,Cablemodem,71247
2021,3,Misiones,Cablemodem,89469
2021,3,Neuquén,Cablemodem,73794
2021,3,Río Negro,Cablemodem,44519
2021,3,Salta,Cablemodem,98318
2021,3,San Juan,Cablemodem,12922
2021,3,San Luis,Cablemodem,11884
2021,3,Santa Cruz,Cablemodem,22961
2021,3,Santa Fe,Cablemodem,443156
2021,3,Santiago Del Estero,Cablemodem,85535
2021,3,Tierra Del Fuego,Cablemodem,36958
2021,3,Tucumán,Cablemodem,53868
2021,2,Buenos Aires,Cablemodem,2503830
2021,2,Capital Federal,Cablemodem,1175097
2021,2,Catamarca,Cablemodem,9426
2021,2,Chaco,Cablemodem,62948
2021,2,Chubut,Cablemodem,41497
2021,2,Córdoba,Cablemodem,467782
2021,2,Corrientes,Cablemodem,67262
2021,2,Entre Ríos,Cablemodem,124957
2021,2,Formosa,Cablemodem,12509
2021,2,Jujuy,Cablemodem,60800
2021,2,La Pampa,Cablemodem,57014
2021,2,La Rioja,Cablemodem,54255
2021,2,Mendoza,Cablemodem,70834
2021,2,Misiones,Cablemodem,87861
2021,2,Neuquén,Cablemodem,72690
2021,2,Río Negro,Cablemodem,43761
2021,2,Salta,Cablemodem,96016
2021,2,San Juan,Cablemodem,12369
2021,2,San Luis,Cablemodem,11308
2021,2,Santa Cruz,Cablemodem,22967
2021,2,Santa Fe,Cablemodem,431915
2021,2,Santiago Del Estero,Cablemodem,83770
2021,2,Tierra Del Fuego,Cablemodem,22504
2021,2,Tucumán,Cablemodem,48359
2021,1,Buenos Aires,Cablemodem,2452056
2021,1,Capital Federal,Cablemodem,1145093
2021,1,Catamarca,Cablemodem,4409
2021,1,Chaco,Cablemodem,61251
2021,1,Chubut,Cablemodem,40960
2021,1,Córdoba,Cablemodem,444695
2021,1,Corrientes,Cablemodem,62876
2021,1,Entre Ríos,Cablemodem,118424
2021,1,Formosa,Cablemodem,11412
2021,1,Jujuy,Cablemodem,54324
2021,1,La Pampa,Cablemodem,58711
2021,1,La Rioja,Cablemodem,34984
2021,1,Mendoza,Cablemodem,69295
2021,1,Misiones,Cablemodem,82339
2021,1,Neuquén,Cablemodem,70457
2021,1,Río Negro,Cablemodem,42192
2021,1,Salta,Cablemodem,89187
2021,1,San Juan,Cablemodem,11589
2021,1,San Luis,Cablemodem,10678
2021,1,Santa Cruz,Cablemodem,23089
2021,1,Santa Fe,Cablemodem,421480
2021,1,Santiago Del Estero,Cablemodem,75849
2021,1,Tierra Del Fuego,Cablemodem,27247
2021,1,Tucumán,Cablemodem,12185
2020,4,Buenos Aires,Cablemodem,2441248
2020,4,Capital Federal,Cablemodem,1142528
2020,4,Catamarca,Cablemodem,5115
2020,4,Chaco,Cablemodem,61200
2020,4,Chubut,Cablemodem,39756
2020,4,Córdoba,Cablemodem,439322
2020,4,Corrientes,Cablemodem,61495
2020,4,Entre Ríos,Cablemodem,113670
2020,4,Formosa,Cablemodem,10789
2020,4,Jujuy,Cablemodem,52815
2020,4,La Pampa,Cablemodem,58945
2020,4,La Rioja,Cablemodem,34984
2020,4,Mendoza,Cablemodem,68364
2020,4,Misiones,Cablemodem,79855
2020,4,Neuquén,Cablemodem,70614
2020,4,Río Negro,Cablemodem,42022
2020,4,Salta,Cablemodem,87817
2020,4,San Juan,Cablemodem,7004
2020,4,San Luis,Cablemodem,11767
2020,4,Santa Cruz,Cablemodem,19657
2020,4,Santa Fe,Cablemodem,414746
2020,4,Santiago Del Estero,Cablemodem,70522
2020,4,Tierra Del Fuego,Cablemodem,26439
2020,4,Tucumán,Cablemodem,11150
2020,3,Buenos Aires,Cablemodem,2384557
2020,3,Capital Federal,Cablemodem,1129573
2020,3,Catamarca,Cablemodem,3690
2020,3,Chaco,Cablemodem,58825
2020,3,Chubut,Cablemodem,39386
2020,3,Córdoba,Cablemodem,430771
2020,3,Corrientes,Cablemodem,58681
2020,3,Entre Ríos,Cablemodem,106950
2020,3,Formosa,Cablemodem,10003
2020,3,Jujuy,Cablemodem,57682
2020,3,La Pampa,Cablemodem,56845
2020,3,La Rioja,Cablemodem,34984
2020,3,Mendoza,Cablemodem,64672
2020,3,Misiones,Cablemodem,77989
2020,3,Neuquén,Cablemodem,70446
2020,3,Río Negro,Cablemodem,40001
2020,3,Salta,Cablemodem,84128
2020,3,San Juan,Cablemodem,9223
2020,3,San Luis,Cablemodem,10077
2020,3,Santa Cruz,Cablemodem,16098
2020,3,Santa Fe,Cablemodem,405807
2020,3,Santiago Del Estero,Cablemodem,70720
2020,3,Tierra Del Fuego,Cablemodem,26491
2020,3,Tucumán,Cablemodem,11752
2020,2,Buenos Aires,Cablemodem,2244277
2020,2,Capital Federal,Cablemodem,1106133
2020,2,Catamarca,Cablemodem,3641
2020,2,Chaco,Cablemodem,56017
2020,2,Chubut,Cablemodem,38279
2020,2,Córdoba,Cablemodem,415007
2020,2,Corrientes,Cablemodem,55536
2020,2,Entre Ríos,Cablemodem,99423
2020,2,Formosa,Cablemodem,9353
2020,2,Jujuy,Cablemodem,38938
2020,2,La Pampa,Cablemodem,54422
2020,2,La Rioja,Cablemodem,34984
2020,2,Mendoza,Cablemodem,62941
2020,2,Misiones,Cablemodem,74497
2020,2,Neuquén,Cablemodem,67990
2020,2,Río Negro,Cablemodem,39650
2020,2,Salta,Cablemodem,81740
2020,2,San Juan,Cablemodem,8275
2020,2,San Luis,Cablemodem,8357
2020,2,Santa Cruz,Cablemodem,16044
2020,2,Santa Fe,Cablemodem,381679
2020,2,Santiago Del Estero,Cablemodem,72074
2020,2,Tierra Del Fuego,Cablemodem,26025
2020,2,Tucumán,Cablemodem,9833
2020,1,Buenos Aires,Cablemodem,2210349
2020,1,Capital Federal,Cablemodem,1097635
2020,1,Catamarca,Cablemodem,3146
2020,1,Chaco,Cablemodem,54144
2020,1,Chubut,Cablemodem,27287
2020,1,Córdoba,Cablemodem,406109
2020,1,Corrientes,Cablemodem,53231
2020,1,Entre Ríos,Cablemodem,95434
2020,1,Formosa,Cablemodem,8887
2020,1,Jujuy,Cablemodem,38938
2020,1,La Pampa,Cablemodem,53755
2020,1,La Rioja,Cablemodem,34984
2020,1,Mendoza,Cablemodem,50251
2020,1,Misiones,Cablemodem,69452
2020,1,Neuquén,Cablemodem,65951
2020,1,Río Negro,Cablemodem,38479
2020,1,Salta,Cablemodem,75593
2020,1,San Juan,Cablemodem,6448
2020,1,San Luis,Cablemodem,7612
2020,1,Santa Cruz,Cablemodem,15766
2020,1,Santa Fe,Cablemodem,383673
2020,1,Santiago Del Estero,Cablemodem,70424
2020,1,Tierra Del Fuego,Cablemodem,25632
2020,1,Tucumán,Cablemodem,10494
2019,4,Buenos Aires,Cablemodem,2191672
2019,4,Capital Federal,Cablemodem,1093143
2019,4,Catamarca,Cablemodem,3318
2019,4,Chaco,Cablemodem,53602
2019,4,Chubut,Cablemodem,26977
2019,4,Córdoba,Cablemodem,410038
2019,4,Corrientes,Cablemodem,51845
2019,4,Entre Ríos,Cablemodem,99206
2019,4,Formosa,Cablemodem,8684
2019,4,Jujuy,Cablemodem,37604
2019,4,La Pampa,Cablemodem,56854
2019,4,La Rioja,Cablemodem,34984
2019,4,Mendoza,Cablemodem,49711
2019,4,Misiones,Cablemodem,69676
2019,4,Neuquén,Cablemodem,60970
2019,4,Río Negro,Cablemodem,37933
2019,4,Salta,Cablemodem,76062
2019,4,San Juan,Cablemodem,6338
2019,4,San Luis,Cablemodem,8027
2019,4,Santa Cruz,Cablemodem,15899
2019,4,Santa Fe,Cablemodem,382254
2019,4,Santiago Del Estero,Cablemodem,71239
2019,4,Tierra Del Fuego,Cablemodem,26821
2019,4,Tucumán,Cablemodem,11012
2019,3,Buenos Aires,Cablemodem,2144956
2019,3,Capital Federal,Cablemodem,1080973
2019,3,Catamarca,Cablemodem,5543
2019,3,Chaco,Cablemodem,49156
2019,3,Chubut,Cablemodem,27090
2019,3,Córdoba,Cablemodem,399231
2019,3,Corrientes,Cablemodem,50230
2019,3,Entre Ríos,Cablemodem,96305
2019,3,Formosa,Cablemodem,8359
2019,3,Jujuy,Cablemodem,35742
2019,3,La Pampa,Cablemodem,52941
2019,3,La Rioja,Cablemodem,34984
2019,3,Mendoza,Cablemodem,54312
2019,3,Misiones,Cablemodem,65872
2019,3,Neuquén,Cablemodem,60484
2019,3,Río Negro,Cablemodem,37425
2019,3,Salta,Cablemodem,74329
2019,3,San Juan,Cablemodem,7425
2019,3,San Luis,Cablemodem,10561
2019,3,Santa Cruz,Cablemodem,17056
2019,3,Santa Fe,Cablemodem,377171
2019,3,Santiago Del Estero,Cablemodem,71198
2019,3,Tierra Del Fuego,Cablemodem,26659
2019,3,Tucumán,Cablemodem,12089
2019,2,Buenos Aires,Cablemodem,2079900
2019,2,Capital Federal,Cablemodem,1061358
2019,2,Catamarca,Cablemodem,5543
2019,2,Chaco,Cablemodem,47448
2019,2,Chubut,Cablemodem,26338
2019,2,Córdoba,Cablemodem,388254
2019,2,Corrientes,Cablemodem,47431
2019,2,Entre Ríos,Cablemodem,91081
2019,2,Formosa,Cablemodem,8686
2019,2,Jujuy,Cablemodem,30742
2019,2,La Pampa,Cablemodem,52101
2019,2,La Rioja,Cablemodem,34984
2019,2,Mendoza,Cablemodem,54027
2019,2,Misiones,Cablemodem,64272
2019,2,Neuquén,Cablemodem,59021
2019,2,Río Negro,Cablemodem,36527
2019,2,Salta,Cablemodem,62343
2019,2,San Juan,Cablemodem,7425
2019,2,San Luis,Cablemodem,10298
2019,2,Santa Cruz,Cablemodem,10257
2019,2,Santa Fe,Cablemodem,355140
2019,2,Santiago Del Estero,Cablemodem,64783
2019,2,Tierra Del Fuego,Cablemodem,25527
2019,2,Tucumán,Cablemodem,12089
2019,1,Buenos Aires,Cablemodem,2020730
2019,1,Capital Federal,Cablemodem,1030814
2019,1,Catamarca,Cablemodem,4443
2019,1,Chaco,Cablemodem,43555
2019,1,Chubut,Cablemodem,23065
2019,1,Córdoba,Cablemodem,363959
2019,1,Corrientes,Cablemodem,43444
2019,1,Entre Ríos,Cablemodem,90253
2019,1,Formosa,Cablemodem,7878
2019,1,Jujuy,Cablemodem,12484
2019,1,La Pampa,Cablemodem,57373
2019,1,La Rioja,Cablemodem,34984
2019,1,Mendoza,Cablemodem,40205
2019,1,Misiones,Cablemodem,59214
2019,1,Neuquén,Cablemodem,55634
2019,1,Río Negro,Cablemodem,34124
2019,1,Salta,Cablemodem,57933
2019,1,San Juan,Cablemodem,5838
2019,1,San Luis,Cablemodem,7784
2019,1,Santa Cruz,Cablemodem,4615
2019,1,Santa Fe,Cablemodem,340344
2019,1,Santiago Del Estero,Cablemodem,61547
2019,1,Tierra Del Fuego,Cablemodem,23549
2019,1,Tucumán,Cablemodem,11670
2018,4,Buenos Aires,Cablemodem,1949637
2018,4,Capital Federal,Cablemodem,1019490
2018,4,Catamarca,Cablemodem,4443
2018,4,Chaco,Cablemodem,43555
2018,4,Chubut,Cablemodem,23065
2018,4,Córdoba,Cablemodem,355716
2018,4,Corrientes,Cablemodem,42418
2018,4,Entre Ríos,Cablemodem,86198
2018,4,Formosa,Cablemodem,7880
2018,4,Jujuy,Cablemodem,12484
2018,4,La Pampa,Cablemodem,55337
2018,4,La Rioja,Cablemodem,34984
2018,4,Mendoza,Cablemodem,40205
2018,4,Misiones,Cablemodem,53673
2018,4,Neuquén,Cablemodem,55634
2018,4,Río Negro,Cablemodem,34292
2018,4,Salta,Cablemodem,57539
2018,4,San Juan,Cablemodem,5838
2018,4,San Luis,Cablemodem,7784
2018,4,Santa Cruz,Cablemodem,4615
2018,4,Santa Fe,Cablemodem,322782
2018,4,Santiago Del Estero,Cablemodem,61243
2018,4,Tierra Del Fuego,Cablemodem,23349
2018,4,Tucumán,Cablemodem,11670
2018,3,Buenos Aires,Cablemodem,1929273
2018,3,Capital Federal,Cablemodem,1009252
2018,3,Catamarca,Cablemodem,4443
2018,3,Chaco,Cablemodem,42359
2018,3,Chubut,Cablemodem,23065
2018,3,Córdoba,Cablemodem,342401
2018,3,Corrientes,Cablemodem,41300
2018,3,Entre Ríos,Cablemodem,83714
2018,3,Formosa,Cablemodem,7589
2018,3,Jujuy,Cablemodem,10856
2018,3,La Pampa,Cablemodem,54574
2018,3,La Rioja,Cablemodem,34984
2018,3,Mendoza,Cablemodem,40205
2018,3,Misiones,Cablemodem,50793
2018,3,Neuquén,Cablemodem,54129
2018,3,Río Negro,Cablemodem,33474
2018,3,Salta,Cablemodem,53980
2018,3,San Juan,Cablemodem,5838
2018,3,San Luis,Cablemodem,7784
2018,3,Santa Cruz,Cablemodem,4574
2018,3,Santa Fe,Cablemodem,312866
2018,3,Santiago Del Estero,Cablemodem,58789
2018,3,Tierra Del Fuego,Cablemodem,22649
2018,3,Tucumán,Cablemodem,9280
2018,2,Buenos Aires,Cablemodem,1807868
2018,2,Capital Federal,Cablemodem,977916
2018,2,Catamarca,Cablemodem,4415
2018,2,Chaco,Cablemodem,40750
2018,2,Chubut,Cablemodem,19591
2018,2,Córdoba,Cablemodem,327636
2018,2,Corrientes,Cablemodem,39715
2018,2,Entre Ríos,Cablemodem,80376
2018,2,Formosa,Cablemodem,7311
2018,2,Jujuy,Cablemodem,10856
2018,2,La Pampa,Cablemodem,53587
2018,2,La Rioja,Cablemodem,34984
2018,2,Mendoza,Cablemodem,36872
2018,2,Misiones,Cablemodem,47923
2018,2,Neuquén,Cablemodem,52855
2018,2,Río Negro,Cablemodem,32795
2018,2,Salta,Cablemodem,53478
2018,2,San Juan,Cablemodem,5068
2018,2,San Luis,Cablemodem,7666
2018,2,Santa Cruz,Cablemodem,4474
2018,2,Santa Fe,Cablemodem,304349
2018,2,Santiago Del Estero,Cablemodem,55935
2018,2,Tierra Del Fuego,Cablemodem,22756
2018,2,Tucumán,Cablemodem,8965
2018,1,Buenos Aires,Cablemodem,1793884
2018,1,Capital Federal,Cablemodem,968483
2018,1,Catamarca,Cablemodem,4415
2018,1,Chaco,Cablemodem,40157
2018,1,Chubut,Cablemodem,19591
2018,1,Córdoba,Cablemodem,326894
2018,1,Corrientes,Cablemodem,35225
2018,1,Entre Ríos,Cablemodem,75751
2018,1,Formosa,Cablemodem,7095
2018,1,Jujuy,Cablemodem,10456
2018,1,La Pampa,Cablemodem,51389
2018,1,La Rioja,Cablemodem,34984
2018,1,Mendoza,Cablemodem,36872
2018,1,Misiones,Cablemodem,46880
2018,1,Neuquén,Cablemodem,55072
2018,1,Río Negro,Cablemodem,31712
2018,1,Salta,Cablemodem,51534
2018,1,San Juan,Cablemodem,5068
2018,1,San Luis,Cablemodem,7594
2018,1,Santa Cruz,Cablemodem,4474
2018,1,Santa Fe,Cablemodem,300421
2018,1,Santiago Del Estero,Cablemodem,54594
2018,1,Tierra Del Fuego,Cablemodem,9663
2018,1,Tucumán,Cablemodem,8921
2017,4,Buenos Aires,Cablemodem,1718013
2017,4,Capital Federal,Cablemodem,961688
2017,4,Catamarca,Cablemodem,263
2017,4,Chaco,Cablemodem,39690
2017,4,Chubut,Cablemodem,15097
2017,4,Córdoba,Cablemodem,324709
2017,4,Corrientes,Cablemodem,34722
2017,4,Entre Ríos,Cablemodem,73692
2017,4,Formosa,Cablemodem,6973
2017,4,Jujuy,Cablemodem,9626
2017,4,La Pampa,Cablemodem,50495
2017,4,La Rioja,Cablemodem,34984
2017,4,Mendoza,Cablemodem,16114
2017,4,Misiones,Cablemodem,47470
2017,4,Neuquén,Cablemodem,54119
2017,4,Río Negro,Cablemodem,30451
2017,4,Salta,Cablemodem,50446
2017,4,San Juan,Cablemodem,451
2017,4,San Luis,Cablemodem,1119
2017,4,Santa Cruz,Cablemodem,1668
2017,4,Santa Fe,Cablemodem,293831
2017,4,Santiago Del Estero,Cablemodem,40407
2017,4,Tierra Del Fuego,Cablemodem,6906
2017,4,Tucumán,Cablemodem,5223
2017,3,Buenos Aires,Cablemodem,1571180
2017,3,Capital Federal,Cablemodem,941092
2017,3,Catamarca,Cablemodem,4411
2017,3,Chaco,Cablemodem,37307
2017,3,Chubut,Cablemodem,5645
2017,3,Córdoba,Cablemodem,319360
2017,3,Corrientes,Cablemodem,33993
2017,3,Entre Ríos,Cablemodem,69596
2017,3,Formosa,Cablemodem,6816
2017,3,Jujuy,Cablemodem,9395
2017,3,La Pampa,Cablemodem,49679
2017,3,La Rioja,Cablemodem,34984
2017,3,Mendoza,Cablemodem,33788
2017,3,Misiones,Cablemodem,43880
2017,3,Neuquén,Cablemodem,52468
2017,3,Río Negro,Cablemodem,30018
2017,3,Salta,Cablemodem,50284
2017,3,San Juan,Cablemodem,5068
2017,3,San Luis,Cablemodem,7576
2017,3,Santa Cruz,Cablemodem,5487
2017,3,Santa Fe,Cablemodem,290655
2017,3,Santiago Del Estero,Cablemodem,54096
2017,3,Tierra Del Fuego,Cablemodem,7012
2017,3,Tucumán,Cablemodem,6431
2017,2,Buenos Aires,Cablemodem,1535037
2017,2,Capital Federal,Cablemodem,932466
2017,2,Catamarca,Cablemodem,255
2017,2,Chaco,Cablemodem,35613
2017,2,Chubut,Cablemodem,1067
2017,2,Córdoba,Cablemodem,303488
2017,2,Corrientes,Cablemodem,33192
2017,2,Entre Ríos,Cablemodem,67650
2017,2,Formosa,Cablemodem,6410
2017,2,Jujuy,Cablemodem,8858
2017,2,La Pampa,Cablemodem,48310
2017,2,La Rioja,Cablemodem,0
2017,2,Mendoza,Cablemodem,13030
2017,2,Misiones,Cablemodem,42925
2017,2,Neuquén,Cablemodem,50283
2017,2,Río Negro,Cablemodem,29147
2017,2,Salta,Cablemodem,27280
2017,2,San Juan,Cablemodem,451
2017,2,San Luis,Cablemodem,1120
2017,2,Santa Cruz,Cablemodem,2722
2017,2,Santa Fe,Cablemodem,228102
2017,2,Santiago Del Estero,Cablemodem,3900
2017,2,Tierra Del Fuego,Cablemodem,6905
2017,2,Tucumán,Cablemodem,5223
2017,1,Buenos Aires,Cablemodem,1465817
2017,1,Capital Federal,Cablemodem,918328
2017,1,Catamarca,Cablemodem,248
2017,1,Chaco,Cablemodem,34277
2017,1,Chubut,Cablemodem,999
2017,1,Córdoba,Cablemodem,293479
