Año,Trimestre,Provincia,Rango Velocidad,Accesos
2016,3,Chubut,+ 6 Mbps - 10 Mbps,674
2016,3,Córdoba,+ 6 Mbps - 10 Mbps,75988
2016,3,Corrientes,+ 6 Mbps - 10 Mbps,19956
2016,3,Entre Ríos,+ 6 Mbps - 10 Mbps,38665
2016,3,Formosa,+ 6 Mbps - 10 Mbps,3964
2016,3,Jujuy,+ 6 Mbps - 10 Mbps,5943
2016,3,La Pampa,+ 6 Mbps - 10 Mbps,15
2016,3,La Rioja,+ 6 Mbps - 10 Mbps,3316
2016,3,Mendoza,+ 6 Mbps - 10 Mbps,73
2016,3,Misiones,+ 6 Mbps - 10 Mbps,23394
2016,3,Neuquén,+ 6 Mbps - 10 Mbps,680
2016,3,Río Negro,+ 6 Mbps - 10 Mbps,207
2016,3,Salta,+ 6 Mbps - 10 Mbps,20229
2016,3,San Juan,+ 6 Mbps - 10 Mbps,0
2016,3,San Luis,+ 6 Mbps - 10 Mbps,0
2016,3,Santa Cruz,+ 6 Mbps - 10 Mbps,221
2016,3,Santa Fe,+ 6 Mbps - 10 Mbps,72657
2016,3,Santiago Del Estero,+ 6 Mbps - 10 Mbps,6216
2016,3,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,0
2016,3,Tucumán,+ 6 Mbps - 10 Mbps,36518
2016,2,Buenos Aires,+ 6 Mbps - 10 Mbps,335296
2016,2,Capital Federal,+ 6 Mbps - 10 Mbps,146091
2016,2,Catamarca,+ 6 Mbps - 10 Mbps,4567
2016,2,Chaco,+ 6 Mbps - 10 Mbps,20346
2016,2,Chubut,+ 6 Mbps - 10 Mbps,775
2016,2,Córdoba,+ 6 Mbps - 10 Mbps,71980
2016,2,Corrientes,+ 6 Mbps - 10 Mbps,19200
2016,2,Entre Ríos,+ 6 Mbps - 10 Mbps,36917
2016,2,Formosa,+ 6 Mbps - 10 Mbps,3569
2016,2,Jujuy,+ 6 Mbps - 10 Mbps,5589
2016,2,La Pampa,+ 6 Mbps - 10 Mbps,15
2016,2,La Rioja,+ 6 Mbps - 10 Mbps,3190
2016,2,Mendoza,+ 6 Mbps - 10 Mbps,61
2016,2,Misiones,+ 6 Mbps - 10 Mbps,21385
2016,2,Neuquén,+ 6 Mbps - 10 Mbps,583
2016,2,Río Negro,+ 6 Mbps - 10 Mbps,194
2016,2,Salta,+ 6 Mbps - 10 Mbps,18759
2016,2,San Juan,+ 6 Mbps - 10 Mbps,0
2016,2,San Luis,+ 6 Mbps - 10 Mbps,0
2016,2,Santa Cruz,+ 6 Mbps - 10 Mbps,142
2016,2,Santa Fe,+ 6 Mbps - 10 Mbps,68505
2016,2,Santiago Del Estero,+ 6 Mbps - 10 Mbps,5943
2016,2,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,0
2016,2,Tucumán,+ 6 Mbps - 10 Mbps,33891
2016,1,Buenos Aires,+ 6 Mbps - 10 Mbps,289929
2016,1,Capital Federal,+ 6 Mbps - 10 Mbps,178665
2016,1,Catamarca,+ 6 Mbps - 10 Mbps,4241
2016,1,Chaco,+ 6 Mbps - 10 Mbps,19388
2016,1,Chubut,+ 6 Mbps - 10 Mbps,1066
2016,1,Córdoba,+ 6 Mbps - 10 Mbps,65763
2016,1,Corrientes,+ 6 Mbps - 10 Mbps,18375
2016,1,Entre Ríos,+ 6 Mbps - 10 Mbps,35104
2016,1,Formosa,+ 6 Mbps - 10 Mbps,3229
2016,1,Jujuy,+ 6 Mbps - 10 Mbps,5188
2016,1,La Pampa,+ 6 Mbps - 10 Mbps,15
2016,1,La Rioja,+ 6 Mbps - 10 Mbps,2980
2016,1,Mendoza,+ 6 Mbps - 10 Mbps,47
2016,1,Misiones,+ 6 Mbps - 10 Mbps,19195
2016,1,Neuquén,+ 6 Mbps - 10 Mbps,479
2016,1,Río Negro,+ 6 Mbps - 10 Mbps,203
2016,1,Salta,+ 6 Mbps - 10 Mbps,17748
2016,1,San Juan,+ 6 Mbps - 10 Mbps,0
2016,1,San Luis,+ 6 Mbps - 10 Mbps,0
2016,1,Santa Cruz,+ 6 Mbps - 10 Mbps,8
2016,1,Santa Fe,+ 6 Mbps - 10 Mbps,64117
2016,1,Santiago Del Estero,+ 6 Mbps - 10 Mbps,5769
2016,1,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,0
2016,1,Tucumán,+ 6 Mbps - 10 Mbps,31490
2015,4,Buenos Aires,+ 6 Mbps - 10 Mbps,274560
2015,4,Capital Federal,+ 6 Mbps - 10 Mbps,172029
2015,4,Catamarca,+ 6 Mbps - 10 Mbps,4106
2015,4,Chaco,+ 6 Mbps - 10 Mbps,18608
2015,4,Chubut,+ 6 Mbps - 10 Mbps,168
2015,4,Córdoba,+ 6 Mbps - 10 Mbps,62989
2015,4,Corrientes,+ 6 Mbps - 10 Mbps,17877
2015,4,Entre Ríos,+ 6 Mbps - 10 Mbps,33989
2015,4,Formosa,+ 6 Mbps - 10 Mbps,2704
2015,4,Jujuy,+ 6 Mbps - 10 Mbps,5044
2015,4,La Pampa,+ 6 Mbps - 10 Mbps,16
2015,4,La Rioja,+ 6 Mbps - 10 Mbps,2937
2015,4,Mendoza,+ 6 Mbps - 10 Mbps,38
2015,4,Misiones,+ 6 Mbps - 10 Mbps,17281
2015,4,Neuquén,+ 6 Mbps - 10 Mbps,455
2015,4,Río Negro,+ 6 Mbps - 10 Mbps,201
2015,4,Salta,+ 6 Mbps - 10 Mbps,17139
2015,4,San Juan,+ 6 Mbps - 10 Mbps,0
2015,4,San Luis,+ 6 Mbps - 10 Mbps,0
2015,4,Santa Cruz,+ 6 Mbps - 10 Mbps,3
2015,4,Santa Fe,+ 6 Mbps - 10 Mbps,60985
2015,4,Santiago Del Estero,+ 6 Mbps - 10 Mbps,5669
2015,4,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,0
2015,4,Tucumán,+ 6 Mbps - 10 Mbps,29942
2015,3,Buenos Aires,+ 6 Mbps - 10 Mbps,262564
2015,3,Capital Federal,+ 6 Mbps - 10 Mbps,159618
2015,3,Catamarca,+ 6 Mbps - 10 Mbps,4143
2015,3,Chaco,+ 6 Mbps - 10 Mbps,19016
2015,3,Chubut,+ 6 Mbps - 10 Mbps,167
2015,3,Córdoba,+ 6 Mbps - 10 Mbps,61109
2015,3,Corrientes,+ 6 Mbps - 10 Mbps,18168
2015,3,Entre Ríos,+ 6 Mbps - 10 Mbps,34788
2015,3,Formosa,+ 6 Mbps - 10 Mbps,2791
2015,3,Jujuy,+ 6 Mbps - 10 Mbps,5169
2015,3,La Pampa,+ 6 Mbps - 10 Mbps,9
2015,3,La Rioja,+ 6 Mbps - 10 Mbps,2984
2015,3,Mendoza,+ 6 Mbps - 10 Mbps,45
2015,3,Misiones,+ 6 Mbps - 10 Mbps,17367
2015,3,Neuquén,+ 6 Mbps - 10 Mbps,210
2015,3,Río Negro,+ 6 Mbps - 10 Mbps,99
2015,3,Salta,+ 6 Mbps - 10 Mbps,17451
2015,3,San Juan,+ 6 Mbps - 10 Mbps,0
2015,3,San Luis,+ 6 Mbps - 10 Mbps,0
2015,3,Santa Cruz,+ 6 Mbps - 10 Mbps,2
2015,3,Santa Fe,+ 6 Mbps - 10 Mbps,59531
2015,3,Santiago Del Estero,+ 6 Mbps - 10 Mbps,5956
2015,3,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2015,3,Tucumán,+ 6 Mbps - 10 Mbps,29998
2015,2,Buenos Aires,+ 6 Mbps - 10 Mbps,243503
2015,2,Capital Federal,+ 6 Mbps - 10 Mbps,148569
2015,2,Catamarca,+ 6 Mbps - 10 Mbps,3776
2015,2,Chaco,+ 6 Mbps - 10 Mbps,17675
2015,2,Chubut,+ 6 Mbps - 10 Mbps,168
2015,2,Córdoba,+ 6 Mbps - 10 Mbps,54993
2015,2,Corrientes,+ 6 Mbps - 10 Mbps,17184
2015,2,Entre Ríos,+ 6 Mbps - 10 Mbps,32293
2015,2,Formosa,+ 6 Mbps - 10 Mbps,2436
2015,2,Jujuy,+ 6 Mbps - 10 Mbps,4792
2015,2,La Pampa,+ 6 Mbps - 10 Mbps,27
2015,2,La Rioja,+ 6 Mbps - 10 Mbps,2680
2015,2,Mendoza,+ 6 Mbps - 10 Mbps,42
2015,2,Misiones,+ 6 Mbps - 10 Mbps,15022
2015,2,Neuquén,+ 6 Mbps - 10 Mbps,214
2015,2,Río Negro,+ 6 Mbps - 10 Mbps,97
2015,2,Salta,+ 6 Mbps - 10 Mbps,16241
2015,2,San Juan,+ 6 Mbps - 10 Mbps,0
2015,2,San Luis,+ 6 Mbps - 10 Mbps,0
2015,2,Santa Cruz,+ 6 Mbps - 10 Mbps,2
2015,2,Santa Fe,+ 6 Mbps - 10 Mbps,53205
2015,2,Santiago Del Estero,+ 6 Mbps - 10 Mbps,5553
2015,2,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2015,2,Tucumán,+ 6 Mbps - 10 Mbps,26966
2015,1,Buenos Aires,+ 6 Mbps - 10 Mbps,220070
2015,1,Capital Federal,+ 6 Mbps - 10 Mbps,134151
2015,1,Catamarca,+ 6 Mbps - 10 Mbps,3202
2015,1,Chaco,+ 6 Mbps - 10 Mbps,15883
2015,1,Chubut,+ 6 Mbps - 10 Mbps,102
2015,1,Córdoba,+ 6 Mbps - 10 Mbps,46574
2015,1,Corrientes,+ 6 Mbps - 10 Mbps,15554
2015,1,Entre Ríos,+ 6 Mbps - 10 Mbps,28113
2015,1,Formosa,+ 6 Mbps - 10 Mbps,2024
2015,1,Jujuy,+ 6 Mbps - 10 Mbps,3939
2015,1,La Pampa,+ 6 Mbps - 10 Mbps,26
2015,1,La Rioja,+ 6 Mbps - 10 Mbps,2207
2015,1,Mendoza,+ 6 Mbps - 10 Mbps,38
2015,1,Misiones,+ 6 Mbps - 10 Mbps,12387
2015,1,Neuquén,+ 6 Mbps - 10 Mbps,170
2015,1,Río Negro,+ 6 Mbps - 10 Mbps,94
2015,1,Salta,+ 6 Mbps - 10 Mbps,13955
2015,1,San Juan,+ 6 Mbps - 10 Mbps,0
2015,1,San Luis,+ 6 Mbps - 10 Mbps,0
2015,1,Santa Cruz,+ 6 Mbps - 10 Mbps,2
2015,1,Santa Fe,+ 6 Mbps - 10 Mbps,45270
2015,1,Santiago Del Estero,+ 6 Mbps - 10 Mbps,4796
2015,1,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2015,1,Tucumán,+ 6 Mbps - 10 Mbps,23061
2014,4,Buenos Aires,+ 6 Mbps - 10 Mbps,203620
2014,4,Capital Federal,+ 6 Mbps - 10 Mbps,123451
2014,4,Catamarca,+ 6 Mbps - 10 Mbps,2910
2014,4,Chaco,+ 6 Mbps - 10 Mbps,7908
2014,4,Chubut,+ 6 Mbps - 10 Mbps,70
2014,4,Córdoba,+ 6 Mbps - 10 Mbps,41947
2014,4,Corrientes,+ 6 Mbps - 10 Mbps,7513
2014,4,Entre Ríos,+ 6 Mbps - 10 Mbps,18318
2014,4,Formosa,+ 6 Mbps - 10 Mbps,1852
2014,4,Jujuy,+ 6 Mbps - 10 Mbps,3443
2014,4,La Pampa,+ 6 Mbps - 10 Mbps,26
2014,4,La Rioja,+ 6 Mbps - 10 Mbps,1943
2014,4,Mendoza,+ 6 Mbps - 10 Mbps,36
2014,4,Misiones,+ 6 Mbps - 10 Mbps,8731
2014,4,Neuquén,+ 6 Mbps - 10 Mbps,126
2014,4,Río Negro,+ 6 Mbps - 10 Mbps,94
2014,4,Salta,+ 6 Mbps - 10 Mbps,12552
2014,4,San Juan,+ 6 Mbps - 10 Mbps,0
2014,4,San Luis,+ 6 Mbps - 10 Mbps,0
2014,4,Santa Cruz,+ 6 Mbps - 10 Mbps,1
2014,4,Santa Fe,+ 6 Mbps - 10 Mbps,36718
2014,4,Santiago Del Estero,+ 6 Mbps - 10 Mbps,4359
2014,4,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2014,4,Tucumán,+ 6 Mbps - 10 Mbps,20631
2014,3,Buenos Aires,+ 6 Mbps - 10 Mbps,156693
2014,3,Capital Federal,+ 6 Mbps - 10 Mbps,102170
2014,3,Catamarca,+ 6 Mbps - 10 Mbps,1915
2014,3,Chaco,+ 6 Mbps - 10 Mbps,5428
2014,3,Chubut,+ 6 Mbps - 10 Mbps,34
2014,3,Córdoba,+ 6 Mbps - 10 Mbps,28992
2014,3,Corrientes,+ 6 Mbps - 10 Mbps,5181
2014,3,Entre Ríos,+ 6 Mbps - 10 Mbps,12569
2014,3,Formosa,+ 6 Mbps - 10 Mbps,1324
2014,3,Jujuy,+ 6 Mbps - 10 Mbps,2305
2014,3,La Pampa,+ 6 Mbps - 10 Mbps,24
2014,3,La Rioja,+ 6 Mbps - 10 Mbps,1337
2014,3,Mendoza,+ 6 Mbps - 10 Mbps,31
2014,3,Misiones,+ 6 Mbps - 10 Mbps,5928
2014,3,Neuquén,+ 6 Mbps - 10 Mbps,107
2014,3,Río Negro,+ 6 Mbps - 10 Mbps,87
2014,3,Salta,+ 6 Mbps - 10 Mbps,8314
2014,3,San Juan,+ 6 Mbps - 10 Mbps,0
2014,3,San Luis,+ 6 Mbps - 10 Mbps,0
2014,3,Santa Cruz,+ 6 Mbps - 10 Mbps,1
2014,3,Santa Fe,+ 6 Mbps - 10 Mbps,23962
2014,3,Santiago Del Estero,+ 6 Mbps - 10 Mbps,2867
2014,3,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2014,3,Tucumán,+ 6 Mbps - 10 Mbps,14101
2014,2,Buenos Aires,+ 6 Mbps - 10 Mbps,140226
2014,2,Capital Federal,+ 6 Mbps - 10 Mbps,87359
2014,2,Catamarca,+ 6 Mbps - 10 Mbps,1915
2014,2,Chaco,+ 6 Mbps - 10 Mbps,5418
2014,2,Chubut,+ 6 Mbps - 10 Mbps,0
2014,2,Córdoba,+ 6 Mbps - 10 Mbps,28698
2014,2,Corrientes,+ 6 Mbps - 10 Mbps,5199
2014,2,Entre Ríos,+ 6 Mbps - 10 Mbps,12564
2014,2,Formosa,+ 6 Mbps - 10 Mbps,1321
2014,2,Jujuy,+ 6 Mbps - 10 Mbps,2305
2014,2,La Pampa,+ 6 Mbps - 10 Mbps,18
2014,2,La Rioja,+ 6 Mbps - 10 Mbps,1337
2014,2,Mendoza,+ 6 Mbps - 10 Mbps,31
2014,2,Misiones,+ 6 Mbps - 10 Mbps,5924
2014,2,Neuquén,+ 6 Mbps - 10 Mbps,92
2014,2,Río Negro,+ 6 Mbps - 10 Mbps,78
2014,2,Salta,+ 6 Mbps - 10 Mbps,8293
2014,2,San Juan,+ 6 Mbps - 10 Mbps,0
2014,2,San Luis,+ 6 Mbps - 10 Mbps,0
2014,2,Santa Cruz,+ 6 Mbps - 10 Mbps,2
2014,2,Santa Fe,+ 6 Mbps - 10 Mbps,23939
2014,2,Santiago Del Estero,+ 6 Mbps - 10 Mbps,2867
2014,2,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,2
2014,2,Tucumán,+ 6 Mbps - 10 Mbps,14101
2014,1,Buenos Aires,+ 6 Mbps - 10 Mbps,121787
2014,1,Capital Federal,+ 6 Mbps - 10 Mbps,70293
2014,1,Catamarca,+ 6 Mbps - 10 Mbps,1672
2014,1,Chaco,+ 6 Mbps - 10 Mbps,4644
2014,1,Chubut,+ 6 Mbps - 10 Mbps,0
2014,1,Córdoba,+ 6 Mbps - 10 Mbps,24112
2014,1,Corrientes,+ 6 Mbps - 10 Mbps,4486
2014,1,Entre Ríos,+ 6 Mbps - 10 Mbps,10828
2014,1,Formosa,+ 6 Mbps - 10 Mbps,1133
2014,1,Jujuy,+ 6 Mbps - 10 Mbps,2002
2014,1,La Pampa,+ 6 Mbps - 10 Mbps,17
2014,1,La Rioja,+ 6 Mbps - 10 Mbps,1165
2014,1,Mendoza,+ 6 Mbps - 10 Mbps,19
2014,1,Misiones,+ 6 Mbps - 10 Mbps,5139
2014,1,Neuquén,+ 6 Mbps - 10 Mbps,84
2014,1,Río Negro,+ 6 Mbps - 10 Mbps,73
2014,1,Salta,+ 6 Mbps - 10 Mbps,7192
2014,1,San Juan,+ 6 Mbps - 10 Mbps,0
2014,1,San Luis,+ 6 Mbps - 10 Mbps,0
2014,1,Santa Cruz,+ 6 Mbps - 10 Mbps,1
2014,1,Santa Fe,+ 6 Mbps - 10 Mbps,20328
2014,1,Santiago Del Estero,+ 6 Mbps - 10 Mbps,2422
2014,1,Tierra Del Fuego,+ 6 Mbps - 10 Mbps,6
2014,1,Tucumán,+ 6 Mbps - 10 Mbps,11779
2022,3,Buenos Aires,+ 10 Mbps - 20 Mbps,267044
2022,3,Capital Federal,+ 10 Mbps - 20 Mbps,51946
2022,3,Catamarca,+ 10 Mbps - 20 Mbps,5099
2022,3,Chaco,+ 10 Mbps - 20 Mbps,8049
2022,3,Chubut,+ 10 Mbps - 20 Mbps,34682
2022,3,Córdoba,+ 10 Mbps - 20 Mbps,70989
2022,3,Corrientes,+ 10 Mbps - 20 Mbps,7776
2022,3,Entre Ríos,+ 10 Mbps - 20 Mbps,18263
2022,3,Formosa,+ 10 Mbps - 20 Mbps,6194
2022,3,Jujuy,+ 10 Mbps - 20 Mbps,36083
2022,3,La Pampa,+ 10 Mbps - 20 Mbps,11592
2022,3,La Rioja,+ 10 Mbps - 20 Mbps,24219
2022,3,Mendoza,+ 10 Mbps - 20 Mbps,48201
2022,3,Misiones,+ 10 Mbps - 20 Mbps,12676
2022,3,Neuquén,+ 10 Mbps - 20 Mbps,9200
2022,3,Río Negro,+ 10 Mbps - 20 Mbps,27934
2022,3,Salta,+ 10 Mbps - 20 Mbps,5662
2022,3,San Juan,+ 10 Mbps - 20 Mbps,22157
2022,3,San Luis,+ 10 Mbps - 20 Mbps,12061
2022,3,Santa Cruz,+ 10 Mbps - 20 Mbps,11378
2022,3,Santa Fe,+ 10 Mbps - 20 Mbps,70897
2022,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,16087
2022,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,20102
2022,3,Tucumán,+ 10 Mbps - 20 Mbps,25214
2022,2,Buenos Aires,+ 10 Mbps - 20 Mbps,273954
2022,2,Capital Federal,+ 10 Mbps - 20 Mbps,55372
2022,2,Catamarca,+ 10 Mbps - 20 Mbps,7165
2022,2,Chaco,+ 10 Mbps - 20 Mbps,8391
2022,2,Chubut,+ 10 Mbps - 20 Mbps,34290
2022,2,Córdoba,+ 10 Mbps - 20 Mbps,71923
2022,2,Corrientes,+ 10 Mbps - 20 Mbps,8001
2022,2,Entre Ríos,+ 10 Mbps - 20 Mbps,18512
2022,2,Formosa,+ 10 Mbps - 20 Mbps,6330
2022,2,Jujuy,+ 10 Mbps - 20 Mbps,37786
2022,2,La Pampa,+ 10 Mbps - 20 Mbps,11800
2022,2,La Rioja,+ 10 Mbps - 20 Mbps,23814
2022,2,Mendoza,+ 10 Mbps - 20 Mbps,64138
2022,2,Misiones,+ 10 Mbps - 20 Mbps,12774
2022,2,Neuquén,+ 10 Mbps - 20 Mbps,9205
2022,2,Río Negro,+ 10 Mbps - 20 Mbps,27168
2022,2,Salta,+ 10 Mbps - 20 Mbps,6012
2022,2,San Juan,+ 10 Mbps - 20 Mbps,24649
2022,2,San Luis,+ 10 Mbps - 20 Mbps,11052
2022,2,Santa Cruz,+ 10 Mbps - 20 Mbps,11885
2022,2,Santa Fe,+ 10 Mbps - 20 Mbps,74133
2022,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,14606
2022,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,19968
2022,2,Tucumán,+ 10 Mbps - 20 Mbps,23634
2022,1,Buenos Aires,+ 10 Mbps - 20 Mbps,290127
2022,1,Capital Federal,+ 10 Mbps - 20 Mbps,61053
2022,1,Catamarca,+ 10 Mbps - 20 Mbps,8773
2022,1,Chaco,+ 10 Mbps - 20 Mbps,20898
2022,1,Chubut,+ 10 Mbps - 20 Mbps,33080
2022,1,Córdoba,+ 10 Mbps - 20 Mbps,73967
2022,1,Corrientes,+ 10 Mbps - 20 Mbps,27077
2022,1,Entre Ríos,+ 10 Mbps - 20 Mbps,42294
2022,1,Formosa,+ 10 Mbps - 20 Mbps,6613
2022,1,Jujuy,+ 10 Mbps - 20 Mbps,37923
2022,1,La Pampa,+ 10 Mbps - 20 Mbps,12044
2022,1,La Rioja,+ 10 Mbps - 20 Mbps,23624
2022,1,Mendoza,+ 10 Mbps - 20 Mbps,74178
2022,1,Misiones,+ 10 Mbps - 20 Mbps,26855
2022,1,Neuquén,+ 10 Mbps - 20 Mbps,11163
2022,1,Río Negro,+ 10 Mbps - 20 Mbps,26926
2022,1,Salta,+ 10 Mbps - 20 Mbps,6313
2022,1,San Juan,+ 10 Mbps - 20 Mbps,25144
2022,1,San Luis,+ 10 Mbps - 20 Mbps,9802
2022,1,Santa Cruz,+ 10 Mbps - 20 Mbps,12277
2022,1,Santa Fe,+ 10 Mbps - 20 Mbps,84787
2022,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,13542
2022,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,18034
2022,1,Tucumán,+ 10 Mbps - 20 Mbps,21014
2021,4,Buenos Aires,+ 10 Mbps - 20 Mbps,297296
2021,4,Capital Federal,+ 10 Mbps - 20 Mbps,66135
2021,4,Catamarca,+ 10 Mbps - 20 Mbps,9804
2021,4,Chaco,+ 10 Mbps - 20 Mbps,21937
2021,4,Chubut,+ 10 Mbps - 20 Mbps,31175
2021,4,Córdoba,+ 10 Mbps - 20 Mbps,76246
2021,4,Corrientes,+ 10 Mbps - 20 Mbps,22922
2021,4,Entre Ríos,+ 10 Mbps - 20 Mbps,38295
2021,4,Formosa,+ 10 Mbps - 20 Mbps,6811
2021,4,Jujuy,+ 10 Mbps - 20 Mbps,38134
2021,4,La Pampa,+ 10 Mbps - 20 Mbps,12259
2021,4,La Rioja,+ 10 Mbps - 20 Mbps,23559
2021,4,Mendoza,+ 10 Mbps - 20 Mbps,75214
2021,4,Misiones,+ 10 Mbps - 20 Mbps,26721
2021,4,Neuquén,+ 10 Mbps - 20 Mbps,10515
2021,4,Río Negro,+ 10 Mbps - 20 Mbps,31255
2021,4,Salta,+ 10 Mbps - 20 Mbps,6642
2021,4,San Juan,+ 10 Mbps - 20 Mbps,23978
2021,4,San Luis,+ 10 Mbps - 20 Mbps,9107
2021,4,Santa Cruz,+ 10 Mbps - 20 Mbps,13054
2021,4,Santa Fe,+ 10 Mbps - 20 Mbps,85690
2021,4,Santiago Del Estero,+ 10 Mbps - 20 Mbps,12205
2021,4,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,16562
2021,4,Tucumán,+ 10 Mbps - 20 Mbps,21023
2021,3,Buenos Aires,+ 10 Mbps - 20 Mbps,141383
2021,3,Capital Federal,+ 10 Mbps - 20 Mbps,39785
2021,3,Catamarca,+ 10 Mbps - 20 Mbps,10517
2021,3,Chaco,+ 10 Mbps - 20 Mbps,23852
2021,3,Chubut,+ 10 Mbps - 20 Mbps,18538
2021,3,Córdoba,+ 10 Mbps - 20 Mbps,65050
2021,3,Corrientes,+ 10 Mbps - 20 Mbps,24792
2021,3,Entre Ríos,+ 10 Mbps - 20 Mbps,39114
2021,3,Formosa,+ 10 Mbps - 20 Mbps,6978
2021,3,Jujuy,+ 10 Mbps - 20 Mbps,37755
2021,3,La Pampa,+ 10 Mbps - 20 Mbps,8737
2021,3,La Rioja,+ 10 Mbps - 20 Mbps,23315
2021,3,Mendoza,+ 10 Mbps - 20 Mbps,62628
2021,3,Misiones,+ 10 Mbps - 20 Mbps,26079
2021,3,Neuquén,+ 10 Mbps - 20 Mbps,6234
2021,3,Río Negro,+ 10 Mbps - 20 Mbps,14880
2021,3,Salta,+ 10 Mbps - 20 Mbps,6962
2021,3,San Juan,+ 10 Mbps - 20 Mbps,13250
2021,3,San Luis,+ 10 Mbps - 20 Mbps,6491
2021,3,Santa Cruz,+ 10 Mbps - 20 Mbps,6799
2021,3,Santa Fe,+ 10 Mbps - 20 Mbps,83941
2021,3,Santiago Del Estero,+ 10 Mbps - 20 Mbps,11274
2021,3,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,9782
2021,3,Tucumán,+ 10 Mbps - 20 Mbps,21986
2021,2,Buenos Aires,+ 10 Mbps - 20 Mbps,140322
2021,2,Capital Federal,+ 10 Mbps - 20 Mbps,43859
2021,2,Catamarca,+ 10 Mbps - 20 Mbps,6828
2021,2,Chaco,+ 10 Mbps - 20 Mbps,24032
2021,2,Chubut,+ 10 Mbps - 20 Mbps,16604
2021,2,Córdoba,+ 10 Mbps - 20 Mbps,66950
2021,2,Corrientes,+ 10 Mbps - 20 Mbps,24524
2021,2,Entre Ríos,+ 10 Mbps - 20 Mbps,39468
2021,2,Formosa,+ 10 Mbps - 20 Mbps,7460
2021,2,Jujuy,+ 10 Mbps - 20 Mbps,37908
2021,2,La Pampa,+ 10 Mbps - 20 Mbps,8128
2021,2,La Rioja,+ 10 Mbps - 20 Mbps,23298
2021,2,Mendoza,+ 10 Mbps - 20 Mbps,56117
2021,2,Misiones,+ 10 Mbps - 20 Mbps,25811
2021,2,Neuquén,+ 10 Mbps - 20 Mbps,5871
2021,2,Río Negro,+ 10 Mbps - 20 Mbps,15019
2021,2,Salta,+ 10 Mbps - 20 Mbps,7099
2021,2,San Juan,+ 10 Mbps - 20 Mbps,12550
2021,2,San Luis,+ 10 Mbps - 20 Mbps,5418
2021,2,Santa Cruz,+ 10 Mbps - 20 Mbps,6888
2021,2,Santa Fe,+ 10 Mbps - 20 Mbps,80452
2021,2,Santiago Del Estero,+ 10 Mbps - 20 Mbps,10359
2021,2,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,4580
2021,2,Tucumán,+ 10 Mbps - 20 Mbps,23732
2021,1,Buenos Aires,+ 10 Mbps - 20 Mbps,163747
2021,1,Capital Federal,+ 10 Mbps - 20 Mbps,56457
2021,1,Catamarca,+ 10 Mbps - 20 Mbps,10115
2021,1,Chaco,+ 10 Mbps - 20 Mbps,27556
2021,1,Chubut,+ 10 Mbps - 20 Mbps,15392
2021,1,Córdoba,+ 10 Mbps - 20 Mbps,74659
2021,1,Corrientes,+ 10 Mbps - 20 Mbps,26169
2021,1,Entre Ríos,+ 10 Mbps - 20 Mbps,42432
2021,1,Formosa,+ 10 Mbps - 20 Mbps,7916
2021,1,Jujuy,+ 10 Mbps - 20 Mbps,40649
2021,1,La Pampa,+ 10 Mbps - 20 Mbps,7611
2021,1,La Rioja,+ 10 Mbps - 20 Mbps,4604
2021,1,Mendoza,+ 10 Mbps - 20 Mbps,52533
2021,1,Misiones,+ 10 Mbps - 20 Mbps,27101
2021,1,Neuquén,+ 10 Mbps - 20 Mbps,5903
2021,1,Río Negro,+ 10 Mbps - 20 Mbps,13045
2021,1,Salta,+ 10 Mbps - 20 Mbps,9164
2021,1,San Juan,+ 10 Mbps - 20 Mbps,11494
2021,1,San Luis,+ 10 Mbps - 20 Mbps,4429
2021,1,Santa Cruz,+ 10 Mbps - 20 Mbps,6987
2021,1,Santa Fe,+ 10 Mbps - 20 Mbps,91846
2021,1,Santiago Del Estero,+ 10 Mbps - 20 Mbps,8549
2021,1,Tierra Del Fuego,+ 10 Mbps - 20 Mbps,4317
2021,1,Tucumán,+ 10 Mbps - 20 Mbps,25255
2020,4,Buenos Aires,+ 10 Mbps - 20 Mbps,214171
2020,4,Capital Federal,+ 10 Mbps - 20 Mbps,60208
2020,4,Catamarca,+ 10 Mbps - 20 Mbps,11436
2020,4,Chaco,+ 10 Mbps - 20 Mbps,26802
2020,4,Chubut,+ 10 Mbps - 20 Mbps,12046
2020,4,Córdoba,+ 10 Mbps - 20 Mbps,82221
