Año,Trimestre,Provincia,Rango Velocidad,Accesos
2015,3,Santa Cruz,+ 512 Kbps - 1 Mbps,25
2015,3,Santa Fe,+ 512 Kbps - 1 Mbps,80817
2015,3,Santiago Del Estero,+ 512 Kbps - 1 Mbps,8332
2015,3,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,285
2015,3,Tucumán,+ 512 Kbps - 1 Mbps,23687
2015,2,Buenos Aires,+ 512 Kbps - 1 Mbps,137189
2015,2,Capital Federal,+ 512 Kbps - 1 Mbps,51799
2015,2,Catamarca,+ 512 Kbps - 1 Mbps,7253
2015,2,Chaco,+ 512 Kbps - 1 Mbps,11058
2015,2,Chubut,+ 512 Kbps - 1 Mbps,6032
2015,2,Córdoba,+ 512 Kbps - 1 Mbps,72695
2015,2,Corrientes,+ 512 Kbps - 1 Mbps,12542
2015,2,Entre Ríos,+ 512 Kbps - 1 Mbps,21986
2015,2,Formosa,+ 512 Kbps - 1 Mbps,6907
2015,2,Jujuy,+ 512 Kbps - 1 Mbps,9474
2015,2,La Pampa,+ 512 Kbps - 1 Mbps,8182
2015,2,La Rioja,+ 512 Kbps - 1 Mbps,4082
2015,2,Mendoza,+ 512 Kbps - 1 Mbps,26
2015,2,Misiones,+ 512 Kbps - 1 Mbps,10360
2015,2,Neuquén,+ 512 Kbps - 1 Mbps,2348
2015,2,Río Negro,+ 512 Kbps - 1 Mbps,4525
2015,2,Salta,+ 512 Kbps - 1 Mbps,13020
2015,2,San Juan,+ 512 Kbps - 1 Mbps,410
2015,2,San Luis,+ 512 Kbps - 1 Mbps,4
2015,2,Santa Cruz,+ 512 Kbps - 1 Mbps,25
2015,2,Santa Fe,+ 512 Kbps - 1 Mbps,86016
2015,2,Santiago Del Estero,+ 512 Kbps - 1 Mbps,8779
2015,2,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,285
2015,2,Tucumán,+ 512 Kbps - 1 Mbps,25178
2015,1,Buenos Aires,+ 512 Kbps - 1 Mbps,123589
2015,1,Capital Federal,+ 512 Kbps - 1 Mbps,59084
2015,1,Catamarca,+ 512 Kbps - 1 Mbps,7634
2015,1,Chaco,+ 512 Kbps - 1 Mbps,12053
2015,1,Chubut,+ 512 Kbps - 1 Mbps,6176
2015,1,Córdoba,+ 512 Kbps - 1 Mbps,78427
2015,1,Corrientes,+ 512 Kbps - 1 Mbps,13295
2015,1,Entre Ríos,+ 512 Kbps - 1 Mbps,23951
2015,1,Formosa,+ 512 Kbps - 1 Mbps,7336
2015,1,Jujuy,+ 512 Kbps - 1 Mbps,9754
2015,1,La Pampa,+ 512 Kbps - 1 Mbps,8054
2015,1,La Rioja,+ 512 Kbps - 1 Mbps,4201
2015,1,Mendoza,+ 512 Kbps - 1 Mbps,24
2015,1,Misiones,+ 512 Kbps - 1 Mbps,11136
2015,1,Neuquén,+ 512 Kbps - 1 Mbps,2577
2015,1,Río Negro,+ 512 Kbps - 1 Mbps,4913
2015,1,Salta,+ 512 Kbps - 1 Mbps,14151
2015,1,San Juan,+ 512 Kbps - 1 Mbps,445
2015,1,San Luis,+ 512 Kbps - 1 Mbps,8
2015,1,Santa Cruz,+ 512 Kbps - 1 Mbps,27
2015,1,Santa Fe,+ 512 Kbps - 1 Mbps,93096
2015,1,Santiago Del Estero,+ 512 Kbps - 1 Mbps,9236
2015,1,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,609
2015,1,Tucumán,+ 512 Kbps - 1 Mbps,27143
2014,4,Buenos Aires,+ 512 Kbps - 1 Mbps,132937
2014,4,Capital Federal,+ 512 Kbps - 1 Mbps,62896
2014,4,Catamarca,+ 512 Kbps - 1 Mbps,8047
2014,4,Chaco,+ 512 Kbps - 1 Mbps,12837
2014,4,Chubut,+ 512 Kbps - 1 Mbps,6218
2014,4,Córdoba,+ 512 Kbps - 1 Mbps,85362
2014,4,Corrientes,+ 512 Kbps - 1 Mbps,13860
2014,4,Entre Ríos,+ 512 Kbps - 1 Mbps,27801
2014,4,Formosa,+ 512 Kbps - 1 Mbps,7830
2014,4,Jujuy,+ 512 Kbps - 1 Mbps,10427
2014,4,La Pampa,+ 512 Kbps - 1 Mbps,6879
2014,4,La Rioja,+ 512 Kbps - 1 Mbps,4333
2014,4,Mendoza,+ 512 Kbps - 1 Mbps,19
2014,4,Misiones,+ 512 Kbps - 1 Mbps,11840
2014,4,Neuquén,+ 512 Kbps - 1 Mbps,2744
2014,4,Río Negro,+ 512 Kbps - 1 Mbps,4723
2014,4,Salta,+ 512 Kbps - 1 Mbps,16214
2014,4,San Juan,+ 512 Kbps - 1 Mbps,478
2014,4,San Luis,+ 512 Kbps - 1 Mbps,0
2014,4,Santa Cruz,+ 512 Kbps - 1 Mbps,1400
2014,4,Santa Fe,+ 512 Kbps - 1 Mbps,99962
2014,4,Santiago Del Estero,+ 512 Kbps - 1 Mbps,8913
2014,4,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,283
2014,4,Tucumán,+ 512 Kbps - 1 Mbps,28746
2014,3,Buenos Aires,+ 512 Kbps - 1 Mbps,128187
2014,3,Capital Federal,+ 512 Kbps - 1 Mbps,78016
2014,3,Catamarca,+ 512 Kbps - 1 Mbps,8845
2014,3,Chaco,+ 512 Kbps - 1 Mbps,14731
2014,3,Chubut,+ 512 Kbps - 1 Mbps,6281
2014,3,Córdoba,+ 512 Kbps - 1 Mbps,98992
2014,3,Corrientes,+ 512 Kbps - 1 Mbps,15448
2014,3,Entre Ríos,+ 512 Kbps - 1 Mbps,29710
2014,3,Formosa,+ 512 Kbps - 1 Mbps,8323
2014,3,Jujuy,+ 512 Kbps - 1 Mbps,10979
2014,3,La Pampa,+ 512 Kbps - 1 Mbps,6645
2014,3,La Rioja,+ 512 Kbps - 1 Mbps,4785
2014,3,Mendoza,+ 512 Kbps - 1 Mbps,0
2014,3,Misiones,+ 512 Kbps - 1 Mbps,13637
2014,3,Neuquén,+ 512 Kbps - 1 Mbps,3099
2014,3,Río Negro,+ 512 Kbps - 1 Mbps,5189
2014,3,Salta,+ 512 Kbps - 1 Mbps,17481
2014,3,San Juan,+ 512 Kbps - 1 Mbps,487
2014,3,San Luis,+ 512 Kbps - 1 Mbps,0
2014,3,Santa Cruz,+ 512 Kbps - 1 Mbps,1624
2014,3,Santa Fe,+ 512 Kbps - 1 Mbps,112593
2014,3,Santiago Del Estero,+ 512 Kbps - 1 Mbps,9914
2014,3,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,336
2014,3,Tucumán,+ 512 Kbps - 1 Mbps,32716
2014,2,Buenos Aires,+ 512 Kbps - 1 Mbps,162274
2014,2,Capital Federal,+ 512 Kbps - 1 Mbps,81431
2014,2,Catamarca,+ 512 Kbps - 1 Mbps,8844
2014,2,Chaco,+ 512 Kbps - 1 Mbps,14854
2014,2,Chubut,+ 512 Kbps - 1 Mbps,6582
2014,2,Córdoba,+ 512 Kbps - 1 Mbps,101598
2014,2,Corrientes,+ 512 Kbps - 1 Mbps,15563
2014,2,Entre Ríos,+ 512 Kbps - 1 Mbps,32781
2014,2,Formosa,+ 512 Kbps - 1 Mbps,8218
2014,2,Jujuy,+ 512 Kbps - 1 Mbps,11233
2014,2,La Pampa,+ 512 Kbps - 1 Mbps,6761
2014,2,La Rioja,+ 512 Kbps - 1 Mbps,4785
2014,2,Mendoza,+ 512 Kbps - 1 Mbps,6
2014,2,Misiones,+ 512 Kbps - 1 Mbps,13644
2014,2,Neuquén,+ 512 Kbps - 1 Mbps,3206
2014,2,Río Negro,+ 512 Kbps - 1 Mbps,5507
2014,2,Salta,+ 512 Kbps - 1 Mbps,18818
2014,2,San Juan,+ 512 Kbps - 1 Mbps,507
2014,2,San Luis,+ 512 Kbps - 1 Mbps,0
2014,2,Santa Cruz,+ 512 Kbps - 1 Mbps,1637
2014,2,Santa Fe,+ 512 Kbps - 1 Mbps,115197
2014,2,Santiago Del Estero,+ 512 Kbps - 1 Mbps,9914
2014,2,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,334
2014,2,Tucumán,+ 512 Kbps - 1 Mbps,32714
2014,1,Buenos Aires,+ 512 Kbps - 1 Mbps,171244
2014,1,Capital Federal,+ 512 Kbps - 1 Mbps,88826
2014,1,Catamarca,+ 512 Kbps - 1 Mbps,9147
2014,1,Chaco,+ 512 Kbps - 1 Mbps,15849
2014,1,Chubut,+ 512 Kbps - 1 Mbps,10
2014,1,Córdoba,+ 512 Kbps - 1 Mbps,107705
2014,1,Corrientes,+ 512 Kbps - 1 Mbps,16357
2014,1,Entre Ríos,+ 512 Kbps - 1 Mbps,35206
2014,1,Formosa,+ 512 Kbps - 1 Mbps,8475
2014,1,Jujuy,+ 512 Kbps - 1 Mbps,11498
2014,1,La Pampa,+ 512 Kbps - 1 Mbps,6535
2014,1,La Rioja,+ 512 Kbps - 1 Mbps,5111
2014,1,Mendoza,+ 512 Kbps - 1 Mbps,6
2014,1,Misiones,+ 512 Kbps - 1 Mbps,14460
2014,1,Neuquén,+ 512 Kbps - 1 Mbps,987
2014,1,Río Negro,+ 512 Kbps - 1 Mbps,4618
2014,1,Salta,+ 512 Kbps - 1 Mbps,19677
2014,1,San Juan,+ 512 Kbps - 1 Mbps,2
2014,1,San Luis,+ 512 Kbps - 1 Mbps,3
2014,1,Santa Cruz,+ 512 Kbps - 1 Mbps,1625
2014,1,Santa Fe,+ 512 Kbps - 1 Mbps,124468
2014,1,Santiago Del Estero,+ 512 Kbps - 1 Mbps,10531
2014,1,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,607
2014,1,Tucumán,+ 512 Kbps - 1 Mbps,34672
2022,3,Buenos Aires,+ 1 Mbps - 6 Mbps,290315
2022,3,Capital Federal,+ 1 Mbps - 6 Mbps,34371
2022,3,Catamarca,+ 1 Mbps - 6 Mbps,3107
2022,3,Chaco,+ 1 Mbps - 6 Mbps,16782
2022,3,Chubut,+ 1 Mbps - 6 Mbps,45707
2022,3,Córdoba,+ 1 Mbps - 6 Mbps,153324
2022,3,Corrientes,+ 1 Mbps - 6 Mbps,23427
2022,3,Entre Ríos,+ 1 Mbps - 6 Mbps,47210
2022,3,Formosa,+ 1 Mbps - 6 Mbps,23538
2022,3,Jujuy,+ 1 Mbps - 6 Mbps,19135
2022,3,La Pampa,+ 1 Mbps - 6 Mbps,61540
2022,3,La Rioja,+ 1 Mbps - 6 Mbps,2842
2022,3,Mendoza,+ 1 Mbps - 6 Mbps,44232
2022,3,Misiones,+ 1 Mbps - 6 Mbps,36628
2022,3,Neuquén,+ 1 Mbps - 6 Mbps,38485
2022,3,Río Negro,+ 1 Mbps - 6 Mbps,32936
2022,3,Salta,+ 1 Mbps - 6 Mbps,32923
2022,3,San Juan,+ 1 Mbps - 6 Mbps,30324
2022,3,San Luis,+ 1 Mbps - 6 Mbps,6563
2022,3,Santa Cruz,+ 1 Mbps - 6 Mbps,12342
2022,3,Santa Fe,+ 1 Mbps - 6 Mbps,132709
2022,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,28357
2022,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12002
2022,3,Tucumán,+ 1 Mbps - 6 Mbps,32571
2022,2,Buenos Aires,+ 1 Mbps - 6 Mbps,295238
2022,2,Capital Federal,+ 1 Mbps - 6 Mbps,36036
2022,2,Catamarca,+ 1 Mbps - 6 Mbps,3678
2022,2,Chaco,+ 1 Mbps - 6 Mbps,17603
2022,2,Chubut,+ 1 Mbps - 6 Mbps,45804
2022,2,Córdoba,+ 1 Mbps - 6 Mbps,160486
2022,2,Corrientes,+ 1 Mbps - 6 Mbps,24253
2022,2,Entre Ríos,+ 1 Mbps - 6 Mbps,48637
2022,2,Formosa,+ 1 Mbps - 6 Mbps,23834
2022,2,Jujuy,+ 1 Mbps - 6 Mbps,19458
2022,2,La Pampa,+ 1 Mbps - 6 Mbps,62546
2022,2,La Rioja,+ 1 Mbps - 6 Mbps,3179
2022,2,Mendoza,+ 1 Mbps - 6 Mbps,44961
2022,2,Misiones,+ 1 Mbps - 6 Mbps,37254
2022,2,Neuquén,+ 1 Mbps - 6 Mbps,38826
2022,2,Río Negro,+ 1 Mbps - 6 Mbps,33364
2022,2,Salta,+ 1 Mbps - 6 Mbps,33732
2022,2,San Juan,+ 1 Mbps - 6 Mbps,30385
2022,2,San Luis,+ 1 Mbps - 6 Mbps,6840
2022,2,Santa Cruz,+ 1 Mbps - 6 Mbps,12348
2022,2,Santa Fe,+ 1 Mbps - 6 Mbps,138534
2022,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,29581
2022,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12052
2022,2,Tucumán,+ 1 Mbps - 6 Mbps,34461
2022,1,Buenos Aires,+ 1 Mbps - 6 Mbps,313382
2022,1,Capital Federal,+ 1 Mbps - 6 Mbps,39918
2022,1,Catamarca,+ 1 Mbps - 6 Mbps,4386
2022,1,Chaco,+ 1 Mbps - 6 Mbps,16888
2022,1,Chubut,+ 1 Mbps - 6 Mbps,61369
2022,1,Córdoba,+ 1 Mbps - 6 Mbps,165922
2022,1,Corrientes,+ 1 Mbps - 6 Mbps,24563
2022,1,Entre Ríos,+ 1 Mbps - 6 Mbps,50075
2022,1,Formosa,+ 1 Mbps - 6 Mbps,24113
2022,1,Jujuy,+ 1 Mbps - 6 Mbps,22141
2022,1,La Pampa,+ 1 Mbps - 6 Mbps,62812
2022,1,La Rioja,+ 1 Mbps - 6 Mbps,3576
2022,1,Mendoza,+ 1 Mbps - 6 Mbps,51230
2022,1,Misiones,+ 1 Mbps - 6 Mbps,35655
2022,1,Neuquén,+ 1 Mbps - 6 Mbps,39856
2022,1,Río Negro,+ 1 Mbps - 6 Mbps,35565
2022,1,Salta,+ 1 Mbps - 6 Mbps,35576
2022,1,San Juan,+ 1 Mbps - 6 Mbps,32356
2022,1,San Luis,+ 1 Mbps - 6 Mbps,8287
2022,1,Santa Cruz,+ 1 Mbps - 6 Mbps,12710
2022,1,Santa Fe,+ 1 Mbps - 6 Mbps,143796
2022,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,30220
2022,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,12849
2022,1,Tucumán,+ 1 Mbps - 6 Mbps,36028
2021,4,Buenos Aires,+ 1 Mbps - 6 Mbps,352950
2021,4,Capital Federal,+ 1 Mbps - 6 Mbps,47133
2021,4,Catamarca,+ 1 Mbps - 6 Mbps,6038
2021,4,Chaco,+ 1 Mbps - 6 Mbps,18845
2021,4,Chubut,+ 1 Mbps - 6 Mbps,63698
2021,4,Córdoba,+ 1 Mbps - 6 Mbps,184548
2021,4,Corrientes,+ 1 Mbps - 6 Mbps,28830
2021,4,Entre Ríos,+ 1 Mbps - 6 Mbps,56043
2021,4,Formosa,+ 1 Mbps - 6 Mbps,22908
2021,4,Jujuy,+ 1 Mbps - 6 Mbps,22446
2021,4,La Pampa,+ 1 Mbps - 6 Mbps,64840
2021,4,La Rioja,+ 1 Mbps - 6 Mbps,5018
2021,4,Mendoza,+ 1 Mbps - 6 Mbps,66428
2021,4,Misiones,+ 1 Mbps - 6 Mbps,41916
2021,4,Neuquén,+ 1 Mbps - 6 Mbps,42313
2021,4,Río Negro,+ 1 Mbps - 6 Mbps,38373
2021,4,Salta,+ 1 Mbps - 6 Mbps,40673
2021,4,San Juan,+ 1 Mbps - 6 Mbps,28906
2021,4,San Luis,+ 1 Mbps - 6 Mbps,8550
2021,4,Santa Cruz,+ 1 Mbps - 6 Mbps,20305
2021,4,Santa Fe,+ 1 Mbps - 6 Mbps,169706
2021,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,31915
2021,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,13505
2021,4,Tucumán,+ 1 Mbps - 6 Mbps,37321
2021,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1108940
2021,3,Capital Federal,+ 1 Mbps - 6 Mbps,156978
2021,3,Catamarca,+ 1 Mbps - 6 Mbps,6755
2021,3,Chaco,+ 1 Mbps - 6 Mbps,22545
2021,3,Chubut,+ 1 Mbps - 6 Mbps,89168
2021,3,Córdoba,+ 1 Mbps - 6 Mbps,204989
2021,3,Corrientes,+ 1 Mbps - 6 Mbps,29629
2021,3,Entre Ríos,+ 1 Mbps - 6 Mbps,61354
2021,3,Formosa,+ 1 Mbps - 6 Mbps,22778
2021,3,Jujuy,+ 1 Mbps - 6 Mbps,23884
2021,3,La Pampa,+ 1 Mbps - 6 Mbps,65063
2021,3,La Rioja,+ 1 Mbps - 6 Mbps,5366
2021,3,Mendoza,+ 1 Mbps - 6 Mbps,151871
2021,3,Misiones,+ 1 Mbps - 6 Mbps,41932
2021,3,Neuquén,+ 1 Mbps - 6 Mbps,57441
2021,3,Río Negro,+ 1 Mbps - 6 Mbps,68991
2021,3,Salta,+ 1 Mbps - 6 Mbps,41431
2021,3,San Juan,+ 1 Mbps - 6 Mbps,59873
2021,3,San Luis,+ 1 Mbps - 6 Mbps,11552
2021,3,Santa Cruz,+ 1 Mbps - 6 Mbps,30561
2021,3,Santa Fe,+ 1 Mbps - 6 Mbps,193207
2021,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32752
2021,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,23723
2021,3,Tucumán,+ 1 Mbps - 6 Mbps,39446
2021,2,Buenos Aires,+ 1 Mbps - 6 Mbps,1096049
2021,2,Capital Federal,+ 1 Mbps - 6 Mbps,157558
2021,2,Catamarca,+ 1 Mbps - 6 Mbps,7219
2021,2,Chaco,+ 1 Mbps - 6 Mbps,23444
2021,2,Chubut,+ 1 Mbps - 6 Mbps,89639
2021,2,Córdoba,+ 1 Mbps - 6 Mbps,201757
2021,2,Corrientes,+ 1 Mbps - 6 Mbps,29419
2021,2,Entre Ríos,+ 1 Mbps - 6 Mbps,63518
2021,2,Formosa,+ 1 Mbps - 6 Mbps,22364
2021,2,Jujuy,+ 1 Mbps - 6 Mbps,24182
2021,2,La Pampa,+ 1 Mbps - 6 Mbps,64146
2021,2,La Rioja,+ 1 Mbps - 6 Mbps,5312
2021,2,Mendoza,+ 1 Mbps - 6 Mbps,137462
2021,2,Misiones,+ 1 Mbps - 6 Mbps,41643
2021,2,Neuquén,+ 1 Mbps - 6 Mbps,57713
2021,2,Río Negro,+ 1 Mbps - 6 Mbps,69356
2021,2,Salta,+ 1 Mbps - 6 Mbps,42543
2021,2,San Juan,+ 1 Mbps - 6 Mbps,59989
2021,2,San Luis,+ 1 Mbps - 6 Mbps,11752
2021,2,Santa Cruz,+ 1 Mbps - 6 Mbps,30595
2021,2,Santa Fe,+ 1 Mbps - 6 Mbps,202018
2021,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32034
2021,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21335
2021,2,Tucumán,+ 1 Mbps - 6 Mbps,40224
2021,1,Buenos Aires,+ 1 Mbps - 6 Mbps,1108368
2021,1,Capital Federal,+ 1 Mbps - 6 Mbps,159662
2021,1,Catamarca,+ 1 Mbps - 6 Mbps,7423
2021,1,Chaco,+ 1 Mbps - 6 Mbps,24357
2021,1,Chubut,+ 1 Mbps - 6 Mbps,86986
2021,1,Córdoba,+ 1 Mbps - 6 Mbps,211799
2021,1,Corrientes,+ 1 Mbps - 6 Mbps,31544
2021,1,Entre Ríos,+ 1 Mbps - 6 Mbps,67255
2021,1,Formosa,+ 1 Mbps - 6 Mbps,22409
2021,1,Jujuy,+ 1 Mbps - 6 Mbps,23735
2021,1,La Pampa,+ 1 Mbps - 6 Mbps,68200
2021,1,La Rioja,+ 1 Mbps - 6 Mbps,36749
2021,1,Mendoza,+ 1 Mbps - 6 Mbps,134386
2021,1,Misiones,+ 1 Mbps - 6 Mbps,40949
2021,1,Neuquén,+ 1 Mbps - 6 Mbps,56171
2021,1,Río Negro,+ 1 Mbps - 6 Mbps,70011
2021,1,Salta,+ 1 Mbps - 6 Mbps,40785
2021,1,San Juan,+ 1 Mbps - 6 Mbps,60439
2021,1,San Luis,+ 1 Mbps - 6 Mbps,11889
2021,1,Santa Cruz,+ 1 Mbps - 6 Mbps,30655
2021,1,Santa Fe,+ 1 Mbps - 6 Mbps,201632
2021,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33884
2021,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21379
2021,1,Tucumán,+ 1 Mbps - 6 Mbps,42810
2020,4,Buenos Aires,+ 1 Mbps - 6 Mbps,1109865
2020,4,Capital Federal,+ 1 Mbps - 6 Mbps,160210
2020,4,Catamarca,+ 1 Mbps - 6 Mbps,8843
2020,4,Chaco,+ 1 Mbps - 6 Mbps,24782
2020,4,Chubut,+ 1 Mbps - 6 Mbps,88157
2020,4,Córdoba,+ 1 Mbps - 6 Mbps,214963
2020,4,Corrientes,+ 1 Mbps - 6 Mbps,31900
2020,4,Entre Ríos,+ 1 Mbps - 6 Mbps,65659
2020,4,Formosa,+ 1 Mbps - 6 Mbps,23540
2020,4,Jujuy,+ 1 Mbps - 6 Mbps,23772
2020,4,La Pampa,+ 1 Mbps - 6 Mbps,70184
2020,4,La Rioja,+ 1 Mbps - 6 Mbps,36906
2020,4,Mendoza,+ 1 Mbps - 6 Mbps,146312
2020,4,Misiones,+ 1 Mbps - 6 Mbps,39988
2020,4,Neuquén,+ 1 Mbps - 6 Mbps,56434
2020,4,Río Negro,+ 1 Mbps - 6 Mbps,70305
2020,4,Salta,+ 1 Mbps - 6 Mbps,41443
2020,4,San Juan,+ 1 Mbps - 6 Mbps,61316
2020,4,San Luis,+ 1 Mbps - 6 Mbps,14020
2020,4,Santa Cruz,+ 1 Mbps - 6 Mbps,27173
2020,4,Santa Fe,+ 1 Mbps - 6 Mbps,206372
2020,4,Santiago Del Estero,+ 1 Mbps - 6 Mbps,34518
2020,4,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,21881
2020,4,Tucumán,+ 1 Mbps - 6 Mbps,44095
2020,3,Buenos Aires,+ 1 Mbps - 6 Mbps,1113823
2020,3,Capital Federal,+ 1 Mbps - 6 Mbps,162222
2020,3,Catamarca,+ 1 Mbps - 6 Mbps,8276
2020,3,Chaco,+ 1 Mbps - 6 Mbps,24675
2020,3,Chubut,+ 1 Mbps - 6 Mbps,87559
2020,3,Córdoba,+ 1 Mbps - 6 Mbps,218599
2020,3,Corrientes,+ 1 Mbps - 6 Mbps,35190
2020,3,Entre Ríos,+ 1 Mbps - 6 Mbps,66648
2020,3,Formosa,+ 1 Mbps - 6 Mbps,23163
2020,3,Jujuy,+ 1 Mbps - 6 Mbps,32131
2020,3,La Pampa,+ 1 Mbps - 6 Mbps,66695
2020,3,La Rioja,+ 1 Mbps - 6 Mbps,37105
2020,3,Mendoza,+ 1 Mbps - 6 Mbps,141404
2020,3,Misiones,+ 1 Mbps - 6 Mbps,39005
2020,3,Neuquén,+ 1 Mbps - 6 Mbps,60463
2020,3,Río Negro,+ 1 Mbps - 6 Mbps,68986
2020,3,Salta,+ 1 Mbps - 6 Mbps,32780
2020,3,San Juan,+ 1 Mbps - 6 Mbps,65526
2020,3,San Luis,+ 1 Mbps - 6 Mbps,12199
2020,3,Santa Cruz,+ 1 Mbps - 6 Mbps,26888
2020,3,Santa Fe,+ 1 Mbps - 6 Mbps,213353
2020,3,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33287
2020,3,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22094
2020,3,Tucumán,+ 1 Mbps - 6 Mbps,45913
2020,2,Buenos Aires,+ 1 Mbps - 6 Mbps,1129236
2020,2,Capital Federal,+ 1 Mbps - 6 Mbps,166474
2020,2,Catamarca,+ 1 Mbps - 6 Mbps,8801
2020,2,Chaco,+ 1 Mbps - 6 Mbps,24350
2020,2,Chubut,+ 1 Mbps - 6 Mbps,69578
2020,2,Córdoba,+ 1 Mbps - 6 Mbps,219025
2020,2,Corrientes,+ 1 Mbps - 6 Mbps,34242
2020,2,Entre Ríos,+ 1 Mbps - 6 Mbps,66758
2020,2,Formosa,+ 1 Mbps - 6 Mbps,23534
2020,2,Jujuy,+ 1 Mbps - 6 Mbps,30548
2020,2,La Pampa,+ 1 Mbps - 6 Mbps,71218
2020,2,La Rioja,+ 1 Mbps - 6 Mbps,37375
2020,2,Mendoza,+ 1 Mbps - 6 Mbps,142253
2020,2,Misiones,+ 1 Mbps - 6 Mbps,39867
2020,2,Neuquén,+ 1 Mbps - 6 Mbps,61171
2020,2,Río Negro,+ 1 Mbps - 6 Mbps,70817
2020,2,Salta,+ 1 Mbps - 6 Mbps,41801
2020,2,San Juan,+ 1 Mbps - 6 Mbps,59113
2020,2,San Luis,+ 1 Mbps - 6 Mbps,11439
2020,2,Santa Cruz,+ 1 Mbps - 6 Mbps,26938
2020,2,Santa Fe,+ 1 Mbps - 6 Mbps,213054
2020,2,Santiago Del Estero,+ 1 Mbps - 6 Mbps,32557
2020,2,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22325
2020,2,Tucumán,+ 1 Mbps - 6 Mbps,49028
2020,1,Buenos Aires,+ 1 Mbps - 6 Mbps,1122034
2020,1,Capital Federal,+ 1 Mbps - 6 Mbps,169651
2020,1,Catamarca,+ 1 Mbps - 6 Mbps,8838
2020,1,Chaco,+ 1 Mbps - 6 Mbps,23291
2020,1,Chubut,+ 1 Mbps - 6 Mbps,69586
2020,1,Córdoba,+ 1 Mbps - 6 Mbps,217229
2020,1,Corrientes,+ 1 Mbps - 6 Mbps,33479
2020,1,Entre Ríos,+ 1 Mbps - 6 Mbps,72280
2020,1,Formosa,+ 1 Mbps - 6 Mbps,23761
2020,1,Jujuy,+ 1 Mbps - 6 Mbps,33120
2020,1,La Pampa,+ 1 Mbps - 6 Mbps,72740
2020,1,La Rioja,+ 1 Mbps - 6 Mbps,37209
2020,1,Mendoza,+ 1 Mbps - 6 Mbps,140410
2020,1,Misiones,+ 1 Mbps - 6 Mbps,36622
2020,1,Neuquén,+ 1 Mbps - 6 Mbps,60152
2020,1,Río Negro,+ 1 Mbps - 6 Mbps,69154
2020,1,Salta,+ 1 Mbps - 6 Mbps,38537
2020,1,San Juan,+ 1 Mbps - 6 Mbps,59787
2020,1,San Luis,+ 1 Mbps - 6 Mbps,11322
2020,1,Santa Cruz,+ 1 Mbps - 6 Mbps,27447
2020,1,Santa Fe,+ 1 Mbps - 6 Mbps,217553
2020,1,Santiago Del Estero,+ 1 Mbps - 6 Mbps,33086
2020,1,Tierra Del Fuego,+ 1 Mbps - 6 Mbps,22976
2020,1,Tucumán,+ 1 Mbps - 6 Mbps,49555
2019,4,Buenos Aires,+ 1 Mbps - 6 Mbps,1177446
2019,4,Capital Federal,+ 1 Mbps - 6 Mbps,177098
2019,4,Catamarca,+ 1 Mbps - 6 Mbps,9945
2019,4,Chaco,+ 1 Mbps - 6 Mbps,25899
2019,4,Chubut,+ 1 Mbps - 6 Mbps,69405
2019,4,Córdoba,+ 1 Mbps - 6 Mbps,232781
2019,4,Corrientes,+ 1 Mbps - 6 Mbps,35055
2019,4,Entre Ríos,+ 1 Mbps - 6 Mbps,88203
2019,4,Formosa,+ 1 Mbps - 6 Mbps,24606
2019,4,Jujuy,+ 1 Mbps - 6 Mbps,32920
2019,4,La Pampa,+ 1 Mbps - 6 Mbps,76747
2019,4,La Rioja,+ 1 Mbps - 6 Mbps,37846
2019,4,Mendoza,+ 1 Mbps - 6 Mbps,145139
2019,4,Misiones,+ 1 Mbps - 6 Mbps,39664
2019,4,Neuquén,+ 1 Mbps - 6 Mbps,57370
2019,4,Río Negro,+ 1 Mbps - 6 Mbps,71847
2019,4,Salta,+ 1 Mbps - 6 Mbps,42159
2019,4,San Juan,+ 1 Mbps - 6 Mbps,60626
2019,4,San Luis,+ 1 Mbps - 6 Mbps,11901
